ROI_1,ROI_2,ROI_3,ROI_4,ROI_5,ROI_6,ROI_7,ROI_8,ROI_9,ROI_10,ROI_11,ROI_12,ROI_13,ROI_14,ROI_15,ROI_16,ROI_17,ROI_18,ROI_19,ROI_20,ROI_21,ROI_22,ROI_23,ROI_24,ROI_25,ROI_26,ROI_27,ROI_28,ROI_29,ROI_30,ROI_31,ROI_32,ROI_33,ROI_34,ROI_35,ROI_36,ROI_37,ROI_38,ROI_39,ROI_40,ROI_41,ROI_42,ROI_43,ROI_44,ROI_45,ROI_46,ROI_47,ROI_48,ROI_49,ROI_50,ROI_51,ROI_52,ROI_53,ROI_54,ROI_55,ROI_56,ROI_57,ROI_58,ROI_59,ROI_60,ROI_61,ROI_62,ROI_63,ROI_64,ROI_65,ROI_66,ROI_67,ROI_68,ROI_69,ROI_70,ROI_71,ROI_72,ROI_73,ROI_74,ROI_75,ROI_76,ROI_77,ROI_78,ROI_79,ROI_80,ROI_81,ROI_82,ROI_83,ROI_84,ROI_85,ROI_86,ROI_87,ROI_88,ROI_89,ROI_90,ROI_91,ROI_92,ROI_93,ROI_94,ROI_95,ROI_96
 -3.8632, 4.713,-3.560, -5.7371, -2.504,-3.1309,-2.1962,-4.260, 0.022, 6.261, -6.383, 3.9826,-4.51915,-0.6581,-0.499,-3.500,-2.256,-2.854,-5.004,-0.580, 9.9e-04, -3.3129,-0.220, -4.310, 3.1268, 0.4804, 0.353, -2.490,-0.416,-0.218, -0.682,  3.373, 4.268,-3.301,-3.561,-2.573,-2.243, 0.2956,-3.088,-5.204, 5.6929, 1.760, 2.864, -6.13, 10.169,  5.138, -2.4344,-1.79697, -4.0051,  0.583,-5.367,-6.537, -5.011,-2.738,-3.5860,-1.8193, 1.7087, 0.2314, -0.153, 5.266, -4.429,-0.9695, 0.826, 0.274, -4.7593,-2.313,-4.702,-3.266, 1.5647,-2.0496, 0.53654, -2.520,  2.961,-5.941, 1.633,-3.8207,-4.514,-2.569, -2.112,  6.997, 0.612,-2.0606,-6.6144,-3.266,-1.0173, 2.52253,-4.882,-4.495,-3.019,-0.9093, -1.0361, -4.337, 10.922,  8.661,  3.008, 0.2523
  2.6244,-3.258, 1.522,  3.9053,  5.920, 3.6559, 1.3221, 1.153, 3.131, 4.906, -3.007, 1.8188, 2.04046, 0.1614, 0.622, 5.271, 1.933,-1.714, 0.999,-0.036, 3.2e-01,  1.2474,-2.254, -8.118,-2.2045, 0.9327,-0.246,  4.862, 1.678, 0.609, -2.719, -5.058, 0.904, 1.170,-1.142,-5.398, 0.269,-0.6121,-2.325,-2.551,-1.4112, 1.934, 0.515,  2.06,  0.752,  0.106, -8.2140, 0.04449, -1.6475, -0.370,-1.612, 0.591,  1.165,-1.830,-0.5647,-3.1949, 1.8225, 1.8059, -6.334,-3.068, -3.161,-1.4870, 0.203,-1.203,  1.0563,-0.878,-1.282,-3.680,-4.3757,-3.8695,-3.85494,-10.093, -0.769,-2.798, 0.364,-2.2842,-3.433,-3.349, -6.847, -7.902,-0.307, 0.3393,-2.1994,-5.348, 0.9565,-2.46806,-2.772,-2.404,-0.836, 0.6966, -1.0749, -1.228, -2.290, -1.735, -7.526,-3.5650
  0.7079,-5.734,-0.858,  1.7260,  4.851, 1.8405,-1.0466, 0.969,-0.170, 3.867, -0.625, 1.6178, 2.27118, 1.4709, 1.168, 4.609,-0.444,-2.702,-0.385,-1.661,-8.8e-02, -1.5988,-3.618,-10.226,-4.5786,-0.5856,-2.156,  1.721,-0.075,-2.280, -6.453, -6.708,-1.296, 0.796,-2.562,-7.134,-0.592,-1.0709,-3.926,-4.073,-1.5049,-1.496,-2.016,  5.82, -3.507, -3.152,-10.8808,-1.16549, -4.2219, -2.805,-5.016,-2.859, -3.267,-4.873,-2.5670,-3.5964,-0.0438,-0.5922, -8.067,-4.943, -6.753,-2.5008, 0.131,-1.325, -1.2280,-2.040,-3.599,-7.082,-7.8363,-7.3384,-5.57983,-11.805, -4.528,-3.945,-1.256,-4.4976,-6.241,-7.996,-10.814,-10.080,-2.787,-0.3871,-0.9613,-5.600, 0.9219,-3.91734,-2.109,-2.431,-3.308,-0.8817, -2.9670,  2.321, -4.730, -5.734,-10.362,-5.3420
  0.4569,-4.082,-1.423,  0.4899,  1.869,-1.2757,-0.1423,-1.347,-3.668, 0.604, -0.090, 1.4704,-1.54713, 0.4766, 0.712, 0.990, 0.184,-1.625, 0.074,-4.210, 3.4e-01, -3.4804,-4.130,-12.702,-1.2162, 2.0645,-1.907,  1.746, 0.876,-0.771, -5.249, -5.187,-2.045,-0.915,-3.705,-8.770,-1.795,-1.5546,-5.916,-5.811,-1.4371,-0.357,-0.094,  6.22, -1.494, -2.056,-13.7040,-3.24220, -3.3445, -0.525,-4.166,-3.227, -6.270,-4.830,-1.9831,-0.7133,-3.0534,-2.5288, -7.444,-4.747, -9.537,-3.0523,-0.153,-1.997, -0.3978,-0.651,-0.757,-7.555,-5.3888,-8.2440,-7.22014,-12.855, -4.773,-3.340,-1.661,-4.0220,-5.027,-6.717, -9.316, -9.518,-1.698,-1.3252,-1.9305,-5.643, 0.4033,-4.18983,-2.530,-2.874,-2.425, 0.2296,  1.2443,  1.153,  0.469, -0.452,-12.810,-7.7861
  0.5600,-1.959,-0.714,  0.0796, -1.225,-2.9929, 1.3857,-3.103,-5.736,-2.137, -0.463, 0.4029,-4.51579,-0.0676, 0.434,-1.272, 1.362,-0.060, 0.843,-5.438,-5.7e-01, -4.2852,-3.829,-10.983, 1.6878, 4.2851,-1.174,  2.359, 1.829, 0.265, -3.845, -2.264,-2.253,-1.520,-4.804,-8.133,-2.011,-1.3920,-6.661,-5.236,-2.3385, 1.551, 2.767,  5.77,  0.779,  0.589,-12.6492,-3.26504, -2.0953,  1.569,-2.229,-3.246, -7.123,-4.427,-0.7365, 1.2661,-4.6749,-3.7102, -6.418,-4.489,-10.875,-2.9134,-0.280,-2.277,  0.7665, 0.683, 1.575,-6.791,-4.0241,-8.1323,-7.32407, -9.148, -3.377,-1.888,-1.734,-3.3139,-2.658,-4.585, -7.201, -7.246,-0.642,-1.3040,-3.4987,-4.380,-0.0115,-3.50433,-2.866,-2.334,-1.685, 0.5847,  4.2220, -0.087,  4.101,  4.441,-10.263,-7.2458
  2.1420,-0.575, 2.131,  2.4920,  0.151,-0.0655, 2.6098,-1.614,-3.649,-0.698, -0.327,-0.4535,-2.98667, 0.3967, 1.064, 1.585, 1.622, 0.846, 0.746,-2.325,-2.3e+00, -0.6648,-0.941,  3.280,-0.5067, 4.6782,-0.777,  3.901, 2.132,-0.840, -2.188,  1.075,-1.015,-0.346,-1.705, 0.246, 0.104,-0.6305,-2.666, 1.870,-2.2094, 1.850, 4.096,  9.90,  0.585,  3.798,  1.2118, 2.36936, -1.4078,  1.739,-0.250,-2.832, -4.468,-5.121, 0.2065, 0.2666,-2.0920,-1.4304, -4.376,-4.926, -8.834,-2.0774,-0.594,-1.429,  0.5718, 0.251,-0.309,-4.788,-6.9436,-5.4458,-3.56064,  6.474, -0.675,-0.225,-0.076,-3.6198,-1.650,-3.484, -4.922, -1.717,-0.421,-0.2362,-0.4856, 2.194, 0.1518,-1.47031,-0.922, 2.912,-1.674,-0.2157,  1.6392,  4.286,  3.423,  5.366,  5.165, 0.8072
  2.4904,-0.148, 3.243,  2.5553,  0.787, 1.6967, 2.1758,-0.223,-0.403, 1.969, -1.499,-1.3922,-1.61527,-0.1592, 1.253, 4.115, 1.096, 0.181,-0.158,-0.021,-4.9e+00,  0.8941, 0.765, 12.360,-3.2466, 3.5863,-1.104,  4.271, 2.989,-2.352, -2.230,  2.062,-0.104, 0.691, 0.601, 5.837, 1.388, 0.0508, 1.317, 6.357,-1.6435, 1.146, 3.558,  9.23, -0.153,  4.835, 10.5505, 5.64751, -1.6526,  1.791, 0.251,-3.200, -2.558,-4.449,-0.1707,-1.9610,-0.0581, 1.3572, -3.680,-5.223, -6.476,-2.1457,-0.651,-0.704, -0.6266,-1.144,-2.145,-3.046,-9.3724,-3.6817,-1.28385, 15.510, -1.228,-1.034, 0.437,-4.0774,-1.910,-3.240, -3.760,  1.213,-0.574,-0.2432, 1.3507, 5.802, 0.3008,-0.11688, 0.795, 6.132,-0.751,-0.3354, -0.8250,  4.388,  0.670,  2.664, 14.420, 5.6439
 -3.5414,-1.668,-1.292, -5.3025, -7.903,-3.2492,-1.2846,-0.718, 0.465, 2.214, -5.388,-3.9612,-3.96962,-2.6052, 0.316, 1.710,-0.545,-2.445,-1.757,-2.553,-9.7e+00, -6.4655,-2.273,  2.960,-3.5858, 0.9958,-1.628,  0.603, 4.218,-4.563, -6.903, -0.209,-1.285, 1.351,-2.107, 0.317, 0.153, 0.9599, 0.331, 0.598,-3.3449,-0.328, 1.850, -2.58, -1.096,  2.324,  1.9826,-0.57443, -4.8639,  1.499,-2.850,-6.644, -5.095,-0.376,-2.3330,-3.1748,-3.0653, 1.0802, -8.420,-4.090, -6.164,-4.1457, 0.106,-1.272, -2.6589,-2.861,-0.204,-2.596,-9.0190,-6.6467,-5.12315,  6.099, -8.173,-5.128,-2.401,-4.7919,-2.277,-3.586, -5.406, -2.051,-1.472,-1.1368,-1.4366,-0.700,-0.2414,-0.56519, 0.083, 0.355, 1.429, 0.6312,  1.2066, -7.852, -5.439, -3.126,  4.588,-1.7009
 -9.4152,-2.524,-5.806,-11.3760,-15.673,-7.6130,-3.8586,-1.711,-1.125, 0.176, -8.757,-6.0557,-5.71934,-4.6980,-0.700,-2.385,-2.203,-3.974,-3.170,-4.963,-1.2e+01,-13.0395,-5.704, -5.592,-2.5397,-0.9279,-1.659, -3.386, 3.569,-6.370,-10.196, -1.504,-2.254, 0.853,-3.701,-4.734,-0.981, 0.9974,-1.850,-5.757,-4.4200,-1.269, 1.301, -8.31, -1.563,  0.123, -5.6815,-7.07564, -7.4488,  0.909,-5.446,-8.827, -7.418, 2.033,-3.1434,-1.0693,-5.5474,-0.4313,-11.652,-1.460, -5.238,-5.1042, 1.101,-1.609, -3.5581,-3.340, 1.796,-1.530,-6.9436,-9.0131,-8.16114, -1.785,-11.759,-5.625,-4.002,-4.3129,-1.055,-3.204, -6.245, -3.965,-2.175,-1.0232,-1.6882,-5.898,-1.2630,-0.68643,-0.911,-5.498, 2.557, 1.2424,  3.6561,-12.664, -7.306, -2.746, -4.092,-9.3383
 -8.2319,-0.867,-5.335, -8.0933,-11.295,-5.1275,-2.8752,-3.057,-3.444,-2.803, -8.963,-4.9147,-3.27085,-5.3471,-1.129,-4.314,-2.113,-2.597,-2.831,-3.549,-8.9e+00,-10.9942,-6.109, -2.045,-0.1793,-1.2509,-1.627, -4.319, 0.939,-4.738, -6.891, -0.753,-0.967,-0.309,-0.713,-2.392,-0.457,-0.5718,-1.535,-6.114,-2.5645,-0.703, 2.224, -1.67, -0.741, -0.642, -0.5170,-7.31778, -5.6845,  0.860,-3.358,-6.109, -5.992,-0.156,-1.1525, 2.9394,-3.4648,-1.1604, -9.147, 0.951, -2.694,-3.2641, 1.587,-0.603, -2.2089,-1.900, 1.923, 1.138,-3.2292,-6.5119,-6.14619,  1.605, -5.544,-0.244,-1.662,-1.2068, 1.394,-1.155, -3.368, -1.887,-1.931, 0.0726, 2.3311,-2.649,-1.8503, 0.08243,-0.974,-4.671, 2.771, 1.6293,  3.9509, -0.532, -0.719,  5.915, -0.776,-9.0358
