ROI_1,ROI_2,ROI_3,ROI_4,ROI_5,ROI_6,ROI_7,ROI_8,ROI_9,ROI_10,ROI_11,ROI_12,ROI_13,ROI_14,ROI_15,ROI_16,ROI_17,ROI_18,ROI_19,ROI_20,ROI_21,ROI_22,ROI_23,ROI_24,ROI_25,ROI_26,ROI_27,ROI_28,ROI_29,ROI_30,ROI_31,ROI_32,ROI_33,ROI_34,ROI_35,ROI_36,ROI_37,ROI_38,ROI_39,ROI_40,ROI_41,ROI_42,ROI_43,ROI_44,ROI_45,ROI_46,ROI_47,ROI_48,ROI_49,ROI_50,ROI_51,ROI_52,ROI_53,ROI_54,ROI_55,ROI_56,ROI_57,ROI_58,ROI_59,ROI_60,ROI_61,ROI_62,ROI_63,ROI_64,ROI_65,ROI_66,ROI_67,ROI_68,ROI_69,ROI_70,ROI_71,ROI_72,ROI_73,ROI_74,ROI_75,ROI_76,ROI_77,ROI_78,ROI_79,ROI_80,ROI_81,ROI_82,ROI_83,ROI_84,ROI_85,ROI_86,ROI_87,ROI_88,ROI_89,ROI_90,ROI_91,ROI_92,ROI_93,ROI_94,ROI_95,ROI_96
 0.823,  3.104, 0.4655, 3.079, 2.104, 3.94240, 6.6559, 0.083,-2.976, 2.278,-6.4262,-4.1332, 3.912,  8.124,-1.0754,-0.6483, 6.036,11.092,  7.379, 5.028, 5.127, 7.9968,-0.4272, 0.3734, 1.3870, 2.406,-2.126,-3.0048,-0.473, 1.574, 1.557, 4.524, 0.438,-1.9300, -5.630, 4.4262, 5.09,-3.3795, 1.0555, 3.2593,  6.685, 3.548, 6.715, -6.361,  4.698,-4.250,-0.2917, 4.163, 2.686, -0.19, 1.05069, -0.849, 0.797,  0.845, 6.818,-2.222, 2.63, 1.7107,-0.792,-1.212, 3.506, 3.7051,-0.47702,-2.840, 6.832, 9.196, 4.2215,  1.260, 1.874, 7.58647, 2.9325,-1.274, 2.348, 9.862,-1.261,-1.8559, 2.761,-0.1054, 2.654, 6.055, 3.181,-4.9130,-6.2680, 2.3085,-0.4736,-4.0544, 1.589, 1.811, 12.194, 7.480, 5.948, -6.13,  3.148, 0.480, 5.815,-1.543
-2.509, -3.229,-2.6377,-0.371,-0.539,-0.80564, 1.3871, 0.901, 5.646, 1.259, 4.0524, 1.4096, 0.666,  2.224,-0.9681,-0.0160, 1.124, 0.574,  1.222, 1.145,-0.031,-2.7072,-1.0174,-3.9519,-1.2632,-2.059,-0.309,-4.6827,-2.536,-2.910,-0.421,-1.863,-0.576,-0.5107, -2.145,-0.2046, 2.10,-0.1942,-2.0076,-1.4303, -3.720, 0.140, 2.566,  0.711, -1.209, 0.410,-3.6460, 1.377,-3.742, -6.21,-3.15680, -8.365,-2.582, -8.549,-2.144,-3.348,-0.80,-3.7592, 0.372,-4.971,-4.643, 1.2311,-1.36822,-5.754,-2.000,-2.382,-6.1311, -5.805,-3.456,-4.01178,-3.7361,-3.710,-1.939,-1.383,-2.417,-1.5055,-1.517,-3.0852,-1.857,-2.221,-9.942,-2.0103,-5.4855,-2.3180,-0.5223,-3.4288,-3.476,-2.498, -1.407,-2.889,-1.787, -5.11, -2.608,-1.982,-2.188, 0.333
-2.652,  3.070,-1.8128,-0.536,-1.296, 0.05399, 2.0255, 5.097, 8.137, 0.607, 5.8676,-0.0444, 0.034,  3.068,-1.7238, 0.2920, 2.612, 1.251,  1.293, 0.207,-0.498,-1.9876, 0.4139,-2.6860, 2.4686,-2.074, 1.642,-0.5000,-1.136,-1.240, 3.812,-0.908, 1.061,-0.6449, -0.990, 1.1326, 3.72,-0.6344,-2.0793,-0.8901, -0.815, 2.864, 4.344,  5.966,  2.641, 2.279,-0.8340, 1.578,-6.870, -3.95,-3.87743,-10.182,-8.004,-11.745,-3.873,-1.684,-2.63,-7.0241, 0.944,-4.466,-8.228, 1.1433,-2.69356,-7.579,-3.236,-2.569,-8.1975,-10.191,-7.104,-5.71341,-4.2941,-2.338, 3.390,-4.437, 0.186,-0.3790,-2.417,-2.3035, 0.949,-1.741,-9.528,-0.4776,-5.1565,-2.2138,-0.3820,-2.3800,-3.928,-2.613,-13.443,-4.367,-4.063, -3.25,  0.723,-3.642,-1.817,-0.648
-1.608,  0.660, 0.3046,-0.664,-2.816, 0.78391, 2.1692, 4.152, 6.390, 0.327, 4.6733,-0.7733,-2.018,  2.397,-1.6138,-1.2890, 3.121, 1.992, -0.591,-1.768, 1.417, 1.2928, 1.5096, 3.1794, 4.5657,-0.298, 3.452, 3.2890, 2.730, 3.746, 7.734, 4.817, 0.409,-0.6783,  0.283, 4.8742, 0.46,-0.2725, 0.0042, 2.0949,  0.342, 1.933, 4.472,  5.165, -0.143, 2.193, 4.8944, 1.909,-5.451, -3.76,-1.24863, -5.946,-8.044, -8.090,-2.385, 0.730,-1.62,-7.2796,-0.061,-2.528,-7.926, 0.6007,-1.77938,-5.804,-1.747, 0.757,-6.5963, -7.898,-5.635,-0.66153,-1.5992, 3.558, 6.580,-4.415, 3.347, 2.0601, 0.023, 3.2025, 5.950, 1.273,-3.832, 0.9380,-1.2112, 2.4670, 0.0050, 0.1198,-0.361, 2.181,-17.867,-4.750,-2.738, -4.78,  0.269,-4.275, 2.609,-0.446
-0.977, -4.432, 1.4243,-0.571,-2.861, 0.15927, 1.2266, 0.585, 3.722, 1.007, 2.5498,-2.0923,-3.196,  3.011,-1.6714,-2.0122, 1.777, 1.863, -2.631,-3.478, 2.068, 2.9940, 2.3178, 6.9492, 2.6538,-0.324, 3.082, 3.5270, 2.739, 5.844, 7.999, 8.048,-1.718,-0.9706, -0.532, 6.2874,-2.05,-0.4618, 1.2582, 4.0502,  0.057, 0.048, 2.141, -0.958, -4.803, 0.021, 7.4014, 2.421,-3.680, -6.61, 0.20069, -2.995,-6.228, -5.436,-2.005, 0.298,-1.44,-6.4385,-1.816,-1.413,-7.535, 0.0125,-0.36103,-4.026,-1.914, 1.730,-6.6501, -6.193,-4.688, 2.98271, 0.6723, 6.458, 4.979,-4.751, 2.881, 2.4562, 0.676, 5.8742, 7.510, 2.373,-0.479,-0.3983, 1.4178, 5.1511, 0.2141, 1.5060, 1.804, 5.940,-15.344,-6.018,-3.125, -8.39, -4.090,-4.430, 4.709, 0.410
-1.269, -3.575, 0.4237, 0.634,-1.536,-1.63966,-0.4341,-1.280, 2.680, 1.559,-0.0643,-4.1776,-2.157,  4.934,-2.0579,-0.5899,-0.474, 0.596, -3.146,-3.108, 0.362, 1.4790, 1.9530, 5.5537,-2.0909,-2.951,-0.116,-0.0522,-2.165, 2.257, 3.787, 5.349,-2.081,-2.2993, -3.544, 3.4274,-2.53,-1.7683,-0.4193, 1.9448,  1.009,-0.831,-1.754, -5.133, -6.229,-4.643, 4.4747, 1.316,-3.706, -7.20,-1.24497, -4.439,-3.044, -6.034,-3.737,-1.522,-1.71,-4.9876,-1.938,-2.152,-7.141, 0.3737, 0.00083,-4.410,-4.317,-0.978,-9.2036, -7.299,-5.798, 1.31632, 0.6118, 3.952, 0.584,-5.542,-1.184, 0.7144,-2.412, 2.1345, 3.656,-0.202,-1.164,-2.7383,-0.2359, 2.8883, 0.1521,-0.0933,-0.427, 4.402, -4.985,-7.416,-6.775, -8.66, -8.301,-5.902, 2.501, 1.302
-0.939, -0.028,-0.2969, 2.529,-0.449,-1.59396,-0.7847, 0.121, 2.740, 2.237,-1.0814,-4.2740,-0.193,  6.330,-1.8997, 0.6611,-1.120, 0.490, -2.039,-0.880, 0.639, 1.4162, 1.7839, 4.9495,-2.7745,-3.811,-1.805,-1.2343,-3.360,-0.047, 1.038, 4.524,-0.139,-1.8552, -3.137, 2.0748,-1.57,-1.9803,-1.2661, 0.2571,  3.986,-0.100,-2.029, -2.974, -3.391,-5.024, 3.2591, 0.362,-3.801, -4.95,-2.43380, -4.779,-0.175, -5.569,-4.515,-1.006,-0.50,-2.7181, 0.016,-1.688,-4.854, 0.7731,-0.14081,-4.312,-5.520,-2.689,-9.8361, -6.877,-4.761, 0.46549, 0.1977, 2.513,-0.602,-4.945,-2.356,-0.0648,-3.574,-0.4534, 1.406,-0.422,-0.168,-0.8896,-1.4029, 1.4538, 0.1255,-1.7773,-1.930, 2.230,  4.084,-6.767,-8.314, -5.82, -7.153,-6.231, 1.750, 1.356
 0.389, -1.096,-0.1809, 3.918, 0.635, 0.21806, 0.1357, 2.445, 2.535, 2.951, 0.6977,-1.6798, 1.670,  6.905,-0.1917, 1.4776,-0.361, 2.021, -2.146, 0.863, 4.017, 4.0879, 2.8246, 7.3278, 0.8504,-2.710,-0.348, 1.5753,-0.239, 2.350, 1.998, 8.045, 2.355, 2.1640,  5.176, 4.3450, 0.79,-0.3046, 0.6428, 2.3917,  5.195, 1.283, 1.227, -1.598,  0.532, 0.298, 7.0022, 1.062,-3.041, -7.35,-2.08217, -1.702, 0.070, -3.932,-3.574, 0.623, 1.42, 0.5222, 2.952, 1.757,-1.427, 0.0730, 0.16716,-2.105,-4.601,-2.047,-9.2825, -4.190,-1.494, 2.54959, 0.3302, 5.031, 1.809,-3.043, 0.996, 1.2788,-0.811, 1.9150, 3.317, 3.382, 2.284, 3.2291, 3.3067, 3.1730, 0.1660,-1.4117, 0.358, 2.289,  7.134,-5.053,-7.577, -5.42, -2.769,-2.515, 4.344,-0.084
 0.635, -3.531,-0.5725, 3.335, 0.962, 0.41978, 0.0879, 2.642, 1.215, 2.584, 1.3498,-0.2966, 1.756,  6.455, 0.9626, 1.7484,-0.245, 1.559, -3.035, 0.626, 5.387, 4.0862, 2.3506, 7.7053, 2.0610,-2.893, 0.727, 2.2409, 0.385, 2.632, 1.636, 7.755, 2.557, 3.8644, 10.695, 4.6105, 1.75, 0.5886, 1.2459, 3.4301,  3.575, 1.376, 2.132, -2.569,  2.137, 2.055, 8.1026, 0.770,-2.721,-10.06,-1.95040,  0.058,-0.881, -3.784,-3.074, 0.602, 1.32, 2.4152, 3.588, 3.647,-0.472, 0.2692, 0.68283,-0.678,-3.619,-1.998,-8.5280, -2.676,-0.394, 2.94356,-0.5881, 5.647, 2.136,-2.470, 3.138, 1.2403, 0.246, 2.5095, 3.388, 4.637, 2.188, 4.0640, 6.9456, 3.2974, 0.1486,-0.8329, 1.654, 1.223,  6.420,-4.627,-7.382, -6.05, -0.432,-0.888, 5.475,-2.568
-0.695, -2.355,-0.4262, 1.364, 0.764,-0.22856,-0.3981, 0.479, 0.629, 2.236,-0.9118,-1.5967, 0.051,  5.611,-0.4819, 0.4186,-0.364,-0.851, -1.746, 0.196, 3.608, 0.1326,-0.7851, 4.8319,-0.0508,-3.309,-0.474,-0.2152,-1.753,-0.581,-0.832, 1.470, 0.261, 0.2445,  5.670, 1.2555, 1.30,-0.2789,-0.7765, 0.1232,  2.535, 0.597, 0.418, -1.514,  3.653,-1.253, 2.6562,-1.259,-3.295, -5.26,-1.70058, -0.448,-0.688, -3.838,-2.882,-1.263,-0.82, 1.1949, 0.461, 1.613,-2.821, 2.3802, 0.60377,-1.092,-2.945,-2.833,-5.6540, -2.283,-1.258, 0.79937,-3.3491, 1.715,-0.670,-2.924, 2.167,-1.7751,-1.812,-0.2415, 0.617, 0.865, 0.460, 1.1402, 3.3898, 0.6373, 0.0990,-0.8947,-0.453,-2.945,  3.769,-4.559,-6.270, -4.09, -0.331,-4.341, 2.487,-4.793
