ROI_1,ROI_2,ROI_3,ROI_4,ROI_5,ROI_6,ROI_7,ROI_8,ROI_9,ROI_10,ROI_11,ROI_12,ROI_13,ROI_14,ROI_15,ROI_16,ROI_17,ROI_18,ROI_19,ROI_20,ROI_21,ROI_22,ROI_23,ROI_24,ROI_25,ROI_26,ROI_27,ROI_28,ROI_29,ROI_30,ROI_31,ROI_32,ROI_33,ROI_34,ROI_35,ROI_36,ROI_37,ROI_38,ROI_39,ROI_40,ROI_41,ROI_42,ROI_43,ROI_44,ROI_45,ROI_46,ROI_47,ROI_48,ROI_49,ROI_50,ROI_51,ROI_52,ROI_53,ROI_54,ROI_55,ROI_56,ROI_57,ROI_58,ROI_59,ROI_60,ROI_61,ROI_62,ROI_63,ROI_64,ROI_65,ROI_66,ROI_67,ROI_68,ROI_69,ROI_70,ROI_71,ROI_72,ROI_73,ROI_74,ROI_75,ROI_76,ROI_77,ROI_78,ROI_79,ROI_80,ROI_81,ROI_82,ROI_83,ROI_84,ROI_85,ROI_86,ROI_87,ROI_88,ROI_89,ROI_90,ROI_91,ROI_92,ROI_93,ROI_94,ROI_95,ROI_96
 1.950, 0.363,-1.1179, 0.203, 1.950, 4.883,-1.0e+00, -0.761, -2.867,-1.427,  1.10, -0.4572, 1.102, 2.930, 3.6344,-2.244,-1.433,-2.387, 1.583, 0.1543, 0.159,-4.669, -3.25, -3.777,  3.225, 0.578, 2.1e+00,-3.7147,-4.4229, -4.392,-7.8e+00, -4.2924, 0.941,-1.5061, -8.733, -5.425, 1.9103,-3.306,-7.124, -8.944, 3.3755,-3.319, 3.583, -3.92, -5.232,  1.16,-14.431, -2.304, 1.5559, -4.8104,-1.786, 0.807,-0.6174,-2.938,-1.066,-2.868,  4.384, 4.892, 4.14, 1.7e+00, 1.61,-3.206, 3.5494,-6.522,-2.2356,-3.863,-5.549,-3.4559, -2.4849,-7.199, -1.7845, -6.82,  1.578, 3.316, 3.1267, 2.6178,-0.316, -6.727, -9.559, -2.91, -1.614,-3.745, -5.187, -6.982, -5.233, 0.509,-5.201, -6.087, 0.2381,-1.848,  0.27,  4.4160, 0.281, -0.4013,-16.296, -1.649
 0.225, 4.439,-1.9115,-2.704, 2.762, 1.981, 1.5e+00,  3.404,  0.298,-0.413,  0.92, -2.7888,-0.825, 1.855, 2.4023, 3.041, 0.699, 0.415, 0.677,-0.8486,-4.661,-0.302, -3.48,  8.648, -4.068, 4.825, 1.8e+00,-2.2659, 0.9597,  1.361,-3.3e+00,  6.5545, 2.492, 1.5101, -0.903,  4.071,-2.6470, 2.143, 2.433,  3.100, 6.2178, 3.741, 0.810,  3.48,  2.810,  2.00, 13.899,  4.532, 0.8107,  1.2246,-0.587,-1.594, 2.0018,-1.312, 2.848, 1.525, -3.175,-2.515, 1.93, 2.2e+00,-3.37, 1.208, 3.0256, 1.309, 1.6492, 3.373, 6.282, 0.7296, -6.6835, 0.844, -4.6448,  8.80, -2.838, 8.936, 2.7143,-0.0798, 4.658,  0.074, -3.849, 10.71, -0.758, 1.220,  0.544,  1.341,  3.524, 0.534,-2.084,  3.438, 5.1935,-0.706,  1.14,  8.6282, 8.453,  7.2210, 16.654,  6.150
 0.818, 4.437,-1.2697,-2.441, 1.271, 0.775, 1.6e+00,  3.797,  2.414,-0.801,  2.29, -2.4115,-1.325, 1.077, 1.8825, 1.882, 0.027,-0.088, 0.539,-1.4385,-5.074, 0.514, -4.37,  9.984, -3.033, 5.882, 2.1e+00,-1.5093, 1.2459,  2.439,-8.6e-01,  7.0121, 2.460, 1.8295,  2.171,  7.173,-2.3391, 1.970, 5.480,  5.502, 5.0733, 3.595, 0.423,  6.66,  6.017,  2.44, 18.413,  6.578, 1.6356,  0.0109,-0.692,-1.128, 0.1760, 0.120, 2.558, 1.440, -1.856,-2.219, 2.06, 1.2e+00,-4.15, 0.667, 2.5111, 0.986, 1.2820, 2.604, 5.666, 0.3699, -5.3926, 1.635, -4.6042, 12.35, -2.067, 7.811, 2.0888, 0.3497, 4.231,  1.981, -1.250, 12.66,  0.269, 1.765,  4.431,  3.624,  5.705, 0.504,-1.850,  4.777, 2.0639,-1.362,  0.54,  7.8290, 8.429,  7.0786, 21.403,  7.144
 1.524, 1.373, 0.1488,-2.116,-1.179, 0.204, 2.2e+00,  1.877,  2.073,-1.588,  0.36, -2.6827,-3.770, 0.923,-0.9455, 1.133, 0.424,-0.877, 1.465,-0.4178,-3.091, 1.536, -4.35,  8.898,  2.715, 6.338, 2.4e+00, 0.5930, 3.1580,  5.307, 2.7e+00,  5.4421, 0.831, 0.6516,  3.355,  8.412,-1.6139, 0.611, 3.567,  6.585, 2.4672, 2.765, 0.873,  4.24,  6.789,  4.43, 18.521,  5.423, 1.7641,  0.5999, 0.774,-0.591,-1.2092, 2.588, 1.601, 0.295, -2.285,-3.491,-1.18,-4.4e-01,-5.08,-1.746, 0.5302,-0.343, 1.0401, 2.271, 2.624,-1.1059, -2.6563, 1.392, -4.2604,  9.60,  2.094, 4.266, 4.3497, 0.9589, 2.879,  5.042,  2.272,  7.76, -0.343, 1.357,  5.872,  6.095,  1.169, 0.042,-1.053,  3.793,-3.9827,-2.361,  1.38,  3.7469, 8.617,  4.3694, 18.866,  4.887
 0.934,-1.413,-0.0701,-2.699,-3.424,-0.450, 1.9e+00, -0.668,  1.333,-2.441, -0.87, -2.9763,-5.232,-0.202,-2.2432, 0.433, 0.602,-1.667, 1.218,-0.3441,-2.133, 0.751, -4.60,  6.260,  5.850, 5.065, 2.1e+00, 1.1252, 3.9595,  6.132, 3.4e+00,  3.3961,-0.629,-0.5125,  2.681,  5.976,-2.1434,-0.840, 0.238,  4.426,-0.6291, 1.730, 1.460,  1.00,  4.236,  5.56, 13.933,  3.084, 0.7901,  1.1212, 1.158,-0.966,-1.8778, 1.988, 0.298,-1.018, -2.535,-4.114,-3.35,-1.6e+00,-5.79,-3.094,-1.1997,-2.163, 0.1805, 0.977, 0.094,-2.9651, -2.1363,-0.873, -4.9635,  5.55,  4.769, 1.472, 5.0921, 0.8302, 1.834,  5.845,  2.507,  1.74, -1.344, 0.287,  4.582,  5.123, -1.346,-0.464,-0.911,  0.621,-7.6891,-2.916,  0.83,  0.5018, 7.190,  1.3467, 12.392,  1.768
-1.197,-2.215,-2.2970,-3.775,-3.896,-0.851, 7.6e-01, -3.008,  2.469,-3.640, -3.51, -4.9988,-3.043,-1.534,-1.4872,-1.024, 0.704,-0.966,-0.119,-1.4445,-1.815,-0.665, -4.43,  4.457,  2.113, 0.764, 3.5e-01,-2.5164, 1.6065,  3.922, 1.8e+00,  3.0406,-1.691,-0.5686,  2.089,  2.467,-3.8839,-1.684,-0.975,  0.740,-2.7827, 0.982, 1.420, -3.56, -3.088,  3.42, 10.407,  3.102,-1.0140, -0.1067,-0.413,-2.704,-2.6118,-2.324,-0.287,-0.886, -0.459,-2.490,-1.76,-2.5e-01,-3.40,-1.670,-0.7982,-2.778,-0.3284, 0.060, 1.176,-3.6901, -3.6573,-2.779, -4.9016,  4.79,  1.872, 1.240, 2.1240,-0.1389, 2.156,  3.892, -0.277,  1.45, -2.539,-1.072,  1.502,  2.163,  0.286,-0.550,-1.598, -2.412,-6.5063,-2.875, -0.61,  0.7320, 3.934,  2.9172,  7.966,  2.176
-1.847,-1.485,-3.1133,-3.659,-3.519,-1.113, 3.4e-01, -3.947,  2.862,-4.216, -5.40, -6.4457,-0.933,-1.414,-1.7568,-2.649, 1.180, 0.408,-0.897,-1.4045,-0.443,-0.509, -3.50,  3.413, -1.450,-2.186,-5.6e-01,-5.1331,-0.6060,  2.513, 1.9e+00,  2.8656,-1.718,-0.2898,  2.628,  1.312,-4.4501,-1.809,-1.241, -0.990,-3.4970, 1.346, 1.274, -6.27, -6.259,  0.54,  7.228,  3.485,-1.8079, -1.1880,-1.215,-3.046,-2.6418,-4.784,-0.031,-0.184,  1.044,-1.113, 0.36, 1.8e+00,-0.18,-0.381, 0.6969,-2.080, 0.3468, 0.765, 2.650,-2.7995, -3.0483,-2.552, -2.6809,  4.12, -0.594, 1.748,-0.5583,-0.4510, 2.170,  2.370, -1.192,  2.95, -2.981,-1.191, -0.054,  0.979,  0.017, 0.143,-1.490, -2.892,-4.2953,-1.998, -0.29,  2.6452, 1.605,  4.8304,  4.776,  3.449
 0.273,-0.255,-1.3768,-1.943,-2.779,-1.838, 4.6e-01, -2.402,  1.632,-3.014, -0.24, -2.9060,-1.627,-1.026,-1.6441,-2.809, 1.222, 0.722,-1.043,-0.6780, 1.133, 0.641, -2.63,  2.319,  0.823,-1.088, 7.8e-02,-3.0143,-0.8382,  3.180, 4.1e+00,  1.0439,-0.153, 0.0906,  1.442,  1.113,-2.7126,-1.016,-1.863, -0.348,-3.4293, 1.047, 1.502, -1.77,  0.464, -0.16,  1.359,  1.532,-0.9077, -1.4515,-0.554,-0.876,-0.5160,-3.942, 0.071,-0.614,  0.395,-0.078, 1.20, 8.7e-01, 0.11,-0.421, 1.1158,-0.842, 1.0894, 1.137, 0.582,-1.6498,  0.0054,-1.706, -0.0054,  0.74,  1.939, 0.606,-1.9807,-0.1555, 0.183,  1.705,  0.820,  0.98, -2.336, 0.312, -1.347,  0.304, -1.676, 0.600, 0.152, -0.507,-3.4294, 0.130,  2.10,  3.7564, 2.131,  2.5583, -0.096,  1.880
 1.474,-0.149, 0.1449,-0.388,-2.857,-2.748, 2.7e-01, -0.882,  1.371,-1.096,  4.58,  1.1690,-2.081,-1.215,-0.0463,-1.539, 0.690, 0.187,-0.901,-0.5525, 1.791, 1.054, -1.31,  2.456,  4.313, 0.175, 1.7e-01,-0.8158,-0.7320,  2.671, 5.1e+00, -0.4159, 0.415,-0.0838, -0.632,  1.592,-1.0731,-0.358,-1.087,  1.077,-3.0287,-0.013, 1.399,  2.87,  5.199,  0.92, -1.131,  0.171,-0.2915, -1.3812, 0.110, 0.605, 0.7548,-2.342,-0.256,-1.089,  0.184, 0.985, 1.02,-8.3e-01,-1.55,-0.537, 0.5782,-0.532, 0.9893, 0.861,-2.044,-1.4629,  2.1124,-0.916,  1.0299, -0.57,  4.960,-0.818,-2.3543,-0.1776,-1.613,  0.927,  2.827, -0.87, -2.042, 0.780, -2.460,  0.439, -2.588, 0.172, 1.256,  1.745,-2.2321, 2.681,  4.38,  2.7886, 2.601,  0.0979, -1.998,  0.733
 0.136, 0.100,-0.0071, 0.275,-4.354,-2.331, 7.6e-01, -0.320,  0.835,-0.064,  1.45,  0.4487,-0.644,-1.539, 1.4609, 0.051, 0.538, 0.342,-0.569,-0.6482, 1.615, 0.684,  0.92,  4.334,  5.221,-0.203,-1.4e-01,-1.2286,-0.7131,  0.011, 3.6e+00, -0.5378,-0.136,-1.2755, -0.448,  3.930,-0.3440,-0.897, 1.890,  3.686,-1.8775, 0.900, 0.506,  1.12,  0.562,  1.86,  3.857,  1.348,-0.7876, -0.7668, 0.515,-0.106,-0.6644,-1.078,-0.121,-0.279,  1.923, 0.587, 0.37,-3.8e-01,-2.71,-1.077, 0.7038,-1.121, 0.6655, 1.304,-1.323,-1.0797,  3.0727, 0.643,  1.2906,  2.33,  5.974, 0.655,-0.8569, 0.2457,-0.726,  0.821,  3.676,  0.82, -2.376,-0.974,  1.528,  3.583, -4.310, 0.276, 0.926,  3.098, 0.7853, 3.934,  5.32,  1.4631, 1.311,  0.1774,  3.552,  2.776
