ROI_1,ROI_2,ROI_3,ROI_4,ROI_5,ROI_6,ROI_7,ROI_8,ROI_9,ROI_10,ROI_11,ROI_12,ROI_13,ROI_14,ROI_15,ROI_16,ROI_17,ROI_18,ROI_19,ROI_20,ROI_21,ROI_22,ROI_23,ROI_24,ROI_25,ROI_26,ROI_27,ROI_28,ROI_29,ROI_30,ROI_31,ROI_32,ROI_33,ROI_34,ROI_35,ROI_36,ROI_37,ROI_38,ROI_39,ROI_40,ROI_41,ROI_42,ROI_43,ROI_44,ROI_45,ROI_46,ROI_47,ROI_48,ROI_49,ROI_50,ROI_51,ROI_52,ROI_53,ROI_54,ROI_55,ROI_56,ROI_57,ROI_58,ROI_59,ROI_60,ROI_61,ROI_62,ROI_63,ROI_64,ROI_65,ROI_66,ROI_67,ROI_68,ROI_69,ROI_70,ROI_71,ROI_72,ROI_73,ROI_74,ROI_75,ROI_76,ROI_77,ROI_78,ROI_79,ROI_80,ROI_81,ROI_82,ROI_83,ROI_84,ROI_85,ROI_86,ROI_87,ROI_88,ROI_89,ROI_90,ROI_91,ROI_92,ROI_93,ROI_94,ROI_95,ROI_96
-0.463,11.570, 4.819, 5.1444, -7.06,  5.376, 1.9798,-8.8595, -3.291,  3.27,-36.5925,-13.453, -9.644,-15.329,-8.259,-13.512,-1.887,-1.91,  0.678,  1.755, -2.848,-9.536,-10.353,-0.731,-7.78, 1.5146,-3.843, 1.369, 0.852,-13.536,-11.20, -4.56,-3.387, 3.6043, -8.11, -4.661,-14.501,-4.257, 0.657,-11.474,13.480,  6.862, 10.95,-17.389,-16.626,-14.283, -6.872, -5.689,-2.435,-2.64, 3.57115, -0.570, 0.761,  6.875, 2.205,  9.451,-3.604, -0.064, 14.59, 8.06, 10.064,  2.366, 1.551, 5.922, 0.9528,-2.939,  9.146,  8.829,  6.751, -1.28,  6.104,  2.748,-3.429,  7.142,-0.263, 5.5251, 6.841,-6.829,-12.124,-1.796, 0.2270,-3.43431,-2.937,-2.526, -4.008,14.874,  3.085, -1.1762,  9.732, -4.80, -4.40, 11.271,  3.220, 10.5601, 4.50,  3.78
-3.033, 2.177,-4.251,-1.5145, -2.95,  4.586,-4.1663, 0.8021,  6.254,  4.07,  2.6782,  3.422,  0.216, -4.584, 1.104, -4.032,-2.640,-0.52, -1.762,  4.915,  8.609,-3.819, -8.745,-0.546,-0.86,-6.3054, 0.439,-1.662, 1.416, -0.141,  1.18,  0.98, 1.510, 2.0884, -0.25, -2.675, -1.072,-1.019,-2.933, -8.335,-2.902, -1.221,  1.88, -1.166,  2.052,  4.330,  0.776,-11.701,-0.858,-4.75,-1.22554, -2.177,-0.664, -7.283,-2.259, -2.989, 0.468,  2.725, -3.83,-2.42, -3.942,  2.600,-1.890,-7.472,-0.8286, 0.967, -3.701, -2.825,  4.992, -6.11, -8.916, -0.502, 2.082, -5.816, 2.202, 0.6258, 2.311,-1.290, -0.373,-0.475,-4.4686,-4.74669,-1.927,-1.617, -1.169,-2.976, -7.624, -8.7600, -0.244,  5.55,  4.95, -6.112, -0.580, -5.2299,-1.01,-10.09
-1.475, 2.580,-3.460, 1.2038, -1.67,  2.688,-3.0057, 0.5008,  3.668,  0.96,  6.8302,  7.438, -1.636, -4.901, 2.052, -1.626,-3.286,-3.47, -4.169,  0.778,  8.781,-0.799, -7.434, 4.049, 3.27,-3.4287, 1.858, 1.007, 2.019,  4.577,  4.29, -0.62, 1.089, 3.1743,  2.39,  0.240,  1.813, 0.417,-1.130, -5.531,-4.069, -4.605, -6.63, -2.888,  1.807, -2.525,  3.020, -9.267,-1.446,-3.09,-2.13371,  0.064,-3.930, -8.821,-1.890, -5.212, 1.085, -0.953,-10.30,-5.16, -7.216,  1.593,-2.085,-8.005,-3.4969,-0.625, -8.161, -6.242,  0.619, -4.43, -7.488,  2.850, 5.956, -6.692, 2.930, 0.6766, 1.257, 2.025,  2.959, 0.210,-5.6668,-2.82039, 3.460, 0.630, -0.813,-1.573, -4.895, -4.1109, -1.266,  4.82,  1.68,-10.171, -5.317,-10.7102,-1.20, -8.40
-0.208, 2.805,-2.223, 0.2842, -1.94,  0.718,-0.2023, 3.6876,  2.477, -1.08,  5.2769,  8.329, -2.511, -0.259,-0.017, -1.043,-1.282,-3.64, -2.957, -2.065,  5.780,-0.061, -4.500, 4.520, 2.16, 0.0076, 0.477, 3.835, 2.352,  2.421,  3.93, -2.88, 2.110, 1.8162, -0.14,  1.599,  3.084,-0.668,-1.922, -2.126, 0.035, -1.588, -6.34,  5.622,  4.762, -3.067,  2.412, -4.426,-2.138, 1.56,-3.01928, -1.212,-0.566, -2.193,-1.346, -1.889, 3.420, -1.285, -9.85,-5.37, -6.260,  1.157,-2.213,-5.960,-4.0387,-1.626, -6.544, -5.052, -4.145, -2.33, -5.042,  1.593, 1.543, -4.450, 2.261,-0.4220, 0.551, 0.618,  3.000,-2.635,-1.6904, 1.45770, 4.464, 1.240, -0.379,-1.184, -3.660, -0.6390,  2.224,  7.84,  2.88, -3.816, -5.247, -8.9212,-1.03, -4.96
 0.509, 2.307,-1.158,-0.9949, -1.73,  0.220, 2.1386, 6.5914,  1.461, -2.31,  2.7423,  7.592, -1.817,  2.341,-1.075, -1.070, 0.980,-2.19, -1.640, -2.465,  3.383,-1.072, -2.409, 2.425, 0.27, 2.1735,-0.158, 4.698, 2.204, -1.982,  1.86, -3.28, 2.928, 1.0684, -2.69, -0.386,  2.514,-1.185,-3.022, -0.510, 2.440,  3.171, -1.97, 11.732,  6.202, -0.728,  0.877, -1.101,-2.349, 3.49,-3.20215, -2.899, 0.622,  0.908,-0.855,  2.271, 3.947, -0.671, -5.20,-3.97, -5.057,  0.910,-2.102,-3.537,-3.8017,-1.711, -4.408, -3.319, -5.498, -1.78, -3.401, -0.714,-3.294, -2.576, 1.622,-0.9325, 0.431,-2.509,  0.958,-5.110, 0.4021, 4.71662, 1.783,-0.213,  0.394,-1.029, -2.015,  0.1676,  3.577,  9.99,  5.23,  1.488, -3.234, -5.9637,-1.02, -2.71
 0.546, 0.182,-0.034,-0.3310,  4.79,  3.035, 2.1172, 6.5340,  0.146, -4.75,  4.2587,  4.396, -1.482,  0.163, 0.109, -2.441, 1.207,-1.03, -3.333, -1.076,  3.497,-2.648, -3.496,-3.644, 1.10, 1.8133, 1.800, 1.537,-0.209, -4.548, -1.20, -4.79, 1.115,-0.0811, -0.39, -5.448, -0.848, 0.499,-2.433, -2.788,-2.227,  2.741, -1.15,  8.465,  4.003, -0.252, -3.293, -3.169,-1.842,-0.63,-2.78276, -3.265,-5.113, -7.114,-1.144,  1.986, 0.805, -2.508, -1.99,-3.06, -6.683, -0.048,-0.932,-3.237,-3.6312,-2.162, -6.841, -4.517, -2.552, -3.41, -3.922, -4.454,-2.778, -3.039, 2.329,-1.8386,-1.929,-4.971, -2.402,-6.022,-1.5700, 1.81562,-1.797,-3.549, -2.432,-0.517, -0.509, -2.8194, -2.988,  4.78,  4.13, -3.712, -4.943, -7.2857,-2.39, -4.29
 0.450,-1.205, 1.293, 0.8391, 11.51,  5.643, 1.7145, 5.7323,  0.837, -5.67,  6.8291,  2.124, -1.556, -1.722, 1.236, -3.247, 1.161, 0.15, -3.848,  0.409,  4.435,-1.707, -3.286,-7.820, 2.04, 1.3115, 3.531,-1.925,-2.385, -3.315, -2.00, -7.48, 0.335,-1.0919,  2.61, -6.839, -3.177, 1.946,-0.092, -4.308,-6.085, -0.749, -3.21,  4.695,  2.007, -0.013, -5.893, -5.849,-0.880,-4.24,-1.87605, -2.129,-8.219,-11.379,-0.820, -0.371,-1.441, -3.588, -0.55,-2.63, -6.147, -1.939, 0.475,-2.619,-2.5103,-2.188, -7.674, -4.254,  1.566, -2.94, -3.114, -6.154, 0.106, -2.736, 3.668,-3.0040,-4.049,-4.442, -3.063,-6.512,-1.8838,-1.50745,-1.479,-4.108, -7.437, 0.560,  0.837, -4.0846, -8.151, -0.64,  0.76, -7.769, -4.823, -9.2812,-3.58, -5.97
 0.442, 0.677, 1.904, 0.7887,  7.52,  3.937, 2.5461, 5.9488,  5.497, -1.57,  7.3879,  3.806,  0.122, -1.437, 2.063,  0.253, 3.123, 2.38, -0.330,  1.356,  4.440, 3.017,  2.717,-4.127, 1.40, 2.9711, 3.967,-2.145,-0.588,  2.370,  1.72, -6.48, 2.584, 1.6227,  3.03, -1.551, -1.267, 3.013, 4.114, -1.682,-2.743, -2.095, -3.69,  4.485,  2.093,  3.368, -1.953, -4.595, 0.017,-1.90,-0.00019,  0.629,-4.180, -4.732, 1.372, -1.358, 0.195, -1.903,  0.93,-1.19,  0.900, -2.955, 2.016, 0.944,-0.0486,-0.632, -2.581,  0.283,  5.208,  1.85,  2.320, -1.425, 2.553,  1.302, 4.800,-1.9929,-1.738, 0.607,  1.754,-5.323,-0.0095, 2.43049, 3.823,-0.163, -8.764, 2.794,  3.301, -0.4204, -3.141,  2.07, -1.78, -1.093,  1.918, -9.0040,-1.79, -4.50
 0.451, 2.684, 1.661, 1.3335,  1.65,  2.122, 2.1840, 6.0092,  6.945,  3.00,  7.4509,  6.204,  3.805, -0.207, 3.536,  4.671, 3.814, 3.61,  3.772,  2.289,  2.518, 6.459,  7.782, 1.515, 0.59, 4.0343, 3.618,-0.830, 2.076,  7.276,  5.34, -2.79, 3.663, 4.0890,  3.63,  3.292,  1.283, 4.312, 5.504,  1.300, 0.676, -2.514, -3.06,  6.121,  3.619,  6.920,  2.702, -1.842, 0.652, 1.27, 1.45455,  3.597, 0.199,  1.277, 2.262, -0.933, 2.025,  1.512,  1.04,-0.28,  7.025, -2.483, 2.331, 3.643, 1.7096, 0.294,  1.910,  3.890,  7.034,  5.74,  6.754,  3.756, 2.993,  4.362, 3.818, 0.1557, 1.115, 5.932,  6.588,-2.512, 0.4389, 5.82895, 6.678, 2.873, -5.579, 3.855,  4.294,  1.9365,  2.909,  5.77, -1.86,  5.471,  5.111, -6.8385, 1.35, -2.14
 0.453, 1.563, 1.383, 4.4608,  6.68,  5.447,-1.8370, 4.2095,  0.054,  3.92,  9.0468,  7.214,  8.719,  2.314, 5.310,  6.397,-0.926, 2.06,  6.157,  3.856, -0.832, 6.530,  6.309, 3.861,-0.30, 0.2111, 1.491,-1.006, 1.148,  8.235,  5.84, -1.22, 1.716, 0.5005,  6.24,  3.788,  1.906, 4.070, 0.358,  1.240,-1.437, -6.908, -4.51,  8.582,  5.019,  5.836,  3.566, -0.638, 1.368, 0.04, 0.86538,  6.024, 2.574,  2.468,-0.734, -1.410, 0.621,  7.223, -2.11,-2.36,  6.212, -1.372,-0.653, 1.359, 1.2156,-0.698,  1.115,  3.261,  7.052,  5.56,  4.992,  4.963, 0.980,  0.484,-1.310, 0.0805,-0.443, 8.206,  7.555,-0.101,-0.6787,-1.15586, 2.735, 2.495,  0.938, 1.100,  0.900, -1.1470,  1.629,  2.64, -0.22,  2.964, -1.746, -3.4765, 3.51, -1.05
