ROI_1,ROI_2,ROI_3,ROI_4,ROI_5,ROI_6,ROI_7,ROI_8,ROI_9,ROI_10,ROI_11,ROI_12,ROI_13,ROI_14,ROI_15,ROI_16,ROI_17,ROI_18,ROI_19,ROI_20,ROI_21,ROI_22,ROI_23,ROI_24,ROI_25,ROI_26,ROI_27,ROI_28,ROI_29,ROI_30,ROI_31,ROI_32,ROI_33,ROI_34,ROI_35,ROI_36,ROI_37,ROI_38,ROI_39,ROI_40,ROI_41,ROI_42,ROI_43,ROI_44,ROI_45,ROI_46,ROI_47,ROI_48,ROI_49,ROI_50,ROI_51,ROI_52,ROI_53,ROI_54,ROI_55,ROI_56,ROI_57,ROI_58,ROI_59,ROI_60,ROI_61,ROI_62,ROI_63,ROI_64,ROI_65,ROI_66,ROI_67,ROI_68,ROI_69,ROI_70,ROI_71,ROI_72,ROI_73,ROI_74,ROI_75,ROI_76,ROI_77,ROI_78,ROI_79,ROI_80,ROI_81,ROI_82,ROI_83,ROI_84,ROI_85,ROI_86,ROI_87,ROI_88,ROI_89,ROI_90,ROI_91,ROI_92,ROI_93,ROI_94,ROI_95,ROI_96
 4.630,  0.238,-0.236,-0.085, -1.33, -1.761, -0.743,  4.950, -4.16, -8.100,-2.165,-0.257,  2.0106, -0.6738, 0.9050, -2.545, -1.721, -1.7207, -7.224, -3.8592,  0.691,-1.1e-01,  2.4572, -2.65,-2.8404,  3.4928,  1.683, -3.6465, -2.615, -0.98,  3.97,  5.41,  3.40, 3.66878,  7.55,  1.379, 5.1893,-1.081, -1.4518, -0.999, -2.000, -2.373, -3.633,  2.108, -5.46, -8.856, -2.45, -0.064, -0.616, -2.696,-2.237, -1.377, -1.28, -5.206, -0.629,  6.3986, -2.756,-2.5e+00,  4.0520, -0.44,  0.7513, -4.902,-3.3916,  0.615, -1.505, -0.025, -1.7776, -3.700,-2.459,  3.126,  3.260, -3.2632,-1.577,  0.8032,-2.5e+00, -3.316, -1.033, -2.508,  2.92,  6.768, -3.512, 0.028,  9.1204,  0.046, -7.529, 1.0974,  3.4251, -2.29,  0.181,  1.362, -1.054,  9.036, -4.8715, -8.6186,  3.02, -0.870
-2.902, -0.848,-3.538,-1.586, -1.21, -1.920, -2.161, -0.099, -0.22,  1.428,-0.243,-2.710, -4.5182, -4.2879,-1.7552, -2.903, -2.496, -2.1223, -4.288,  1.2874, -3.169,-3.8e+00, -1.3352, -5.29,-1.2217, -3.5327,  1.528, -3.5178, -1.906, -6.62, -7.38, -6.10, -0.41,-1.80523,-10.49, -5.787, 1.9159,-4.799, -3.0050, -3.622, -2.984,  1.945,  7.428, -0.827,  2.95,  2.508, -7.42, -2.114,  0.012, -1.980,-0.266,  1.583,  0.98,  2.026, -2.615, -0.2626,  1.225, 5.7e-01, -0.7748,  2.29, -0.6680, -0.892, 0.5352, -1.501, -2.975, -0.974, -2.1221,  1.564, 2.965, -2.642, -4.060, -3.1465,-1.642, -0.2988,-3.4e+00,  2.338,  1.579, -5.074, -6.93, -6.585,  1.437,-0.466, -3.7863, -2.442, -0.803,-0.4392, -5.2683, -6.69,  2.832, -3.195, -4.121,  0.912, -0.2720,  5.6303, -5.74, -1.787
-3.924, -3.096,-4.128,-2.748, -3.44, -4.051, -5.051, -0.196, -1.93,  2.534, 0.679,-3.881, -4.9800, -5.7023,-1.5414, -6.692, -6.054, -6.0635, -6.860,  1.5577, -3.876,-8.0e+00, -5.0240,-13.66, 0.2095, -5.3856,  1.381, -3.8209, -2.866, -9.24,-11.55,-15.66, -1.47,-1.53656, -8.12,-10.333, 0.9241,-6.749, -6.2732, -9.345, -3.844, -0.182,  8.458, -3.094,  2.53,  1.321,-15.46, -6.731,  0.800, -2.626,-0.368,  3.335,  1.65,  2.571, -5.643, -0.8093,  2.605, 1.4e+00,  1.1656,  4.09, -0.2642, -1.187, 1.4659, -5.134, -5.807, -3.972, -4.8652,  1.859, 5.257, -4.152, -9.198,-10.4173,-0.344, -5.6469,-2.9e-01,  2.806,  0.627, -4.938, -8.56,-13.945,  1.254, 0.035, -6.7510, -7.007,  1.017,-0.8700, -8.6287,-12.20,  3.036, -6.652, -7.042, -2.066, -0.8877,  5.4160,-17.25, -7.407
-3.131,  0.706,-2.738,-2.694, -4.35, -2.107, -3.901, -0.347, -1.21,  4.171, 0.640,-4.237, -2.6999, -3.9485,-0.2836, -3.234, -5.507, -4.4307, -3.487,  1.2927, -1.301,-6.2e+00, -3.5699,-10.17,-0.1730, -2.9445, -0.650, -3.0321, -1.842, -6.00, -9.19,-12.24, -0.46,-2.53122, -0.54, -6.761,-0.5374,-4.002, -3.6137, -5.463, -1.038,  1.233, 10.948, -2.332,  2.99,  3.222,-11.20, -3.882,  2.102,  0.249, 1.124,  3.556,  2.79,  4.131, -3.098,  0.7467,  4.957, 2.7e+00,  1.1295,  5.12,  1.8866, -1.074, 3.1186, -3.302, -4.086, -1.744, -1.3656,  3.471, 5.318,  0.278, -5.607, -6.6635, 1.256, -2.4075, 1.6e-01,  3.827,  0.705, -3.235, -6.05, -9.109,  0.490, 0.352, -5.5321, -2.491,  3.400,-0.9165, -5.3646, -6.57,  3.482, -1.638,  0.168, -0.572,  7.5896, 11.3740,-12.61, -3.952
-3.256,  3.728,-1.074,-1.646, -4.52,  0.412, -1.045, -0.104, -0.52,  4.351,-0.869,-3.462,  0.7977, -3.4859, 0.6614,  1.556, -2.944,  0.3260,  1.258,  0.9614,  0.217,-1.4e+00,  0.9982, -4.85,-1.9239,  0.0025, -0.933, -2.3832, -0.707, -1.93, -4.59, -5.36, -0.37,-1.34941,  4.58, -1.032, 0.5866,-0.523,  2.3635,  2.827,  1.687,  2.184,  9.663,  0.053,  1.63,  3.746, -4.58,  1.242,  1.326,  2.212, 1.665,  2.076,  2.54,  4.639,  0.542,  2.2788,  6.349, 4.1e+00,  0.5930,  3.31,  3.4708, -1.111, 2.9097,  1.517, -0.734,  2.493,  4.2120,  4.414, 2.309,  4.138,  1.242, -1.4197, 1.047,  2.1350, 1.8e+00,  2.836,  0.500, -1.763, -3.57, -3.161, -1.213, 0.902, -3.2560,  3.499,  4.330,-0.2252,  0.7521,  3.37,  3.673,  3.524,  6.494,  2.401, 11.8737, 13.8876, -3.64,  2.076
-4.687,  1.382, 0.031, 0.661, -4.91,  0.101,  0.926,  2.085, -1.01,  1.250,-0.422,-1.531,  3.8420, -4.3175, 0.2855,  2.452, -0.477,  4.3645,  2.503,  0.5164,  0.154, 3.3e+00,  4.3727, -5.71,-3.5892,  0.6844,  0.102, -3.2399, -1.945, -0.36, -0.61, -1.72, -3.30, 3.33302,  3.12,  0.272, 2.7946,-0.018,  5.4575,  7.134,  0.367, -1.244,  0.575,  5.719, -0.72,  0.103, -4.46,  3.273, -2.665,  0.728, 0.089, -0.421, -1.83,  0.528,  1.412,  3.3128,  6.254, 3.5e+00,  0.4900, -2.01,  2.2283, -2.971,-0.6569,  3.361,  0.923,  4.706,  5.8061,  3.103,-1.801,  2.121,  4.437, -2.9027,-3.124,  1.5602, 2.8e+00, -2.779, -2.595, -2.476, -3.51, -2.985, -3.173, 1.801, -1.9600,  1.997,  2.457,-0.1939,  4.3810,  8.58,  0.101,  3.605,  5.086,  5.150,  7.3255,  7.6679, -3.02,  4.761
-4.848, -0.123, 0.308, 1.835, -4.35, -0.408,  0.552,  2.462, -1.81, -0.821, 0.614, 0.357,  4.3714, -3.2035,-0.7275,  1.066,  0.266,  4.3266,  1.450,  0.3210,  1.908, 4.2e+00,  3.2881, -7.41,-3.2901, -0.7237, -0.614, -4.1554, -4.057,  0.49,  1.29, -0.68, -4.51, 4.80121, -0.29, -1.320, 2.4050,-1.002,  2.6920,  4.072, -2.570, -4.913, -5.745,  6.401, -1.58, -2.558, -6.66,  2.474, -4.954, -0.525,-1.103, -2.049, -4.46, -3.393,  0.260,  3.0613,  4.587, 2.3e+00,  0.2019, -4.85,  0.2125, -4.058,-3.4918,  1.484,  0.733,  3.423,  3.7868,  1.407,-2.686, -1.193,  2.806, -5.6994,-5.576, -1.5382, 1.4e+00, -6.322, -5.229, -3.067, -3.46, -3.568, -3.487, 1.243, -1.6453, -1.567,  0.293,-1.7167,  3.1436,  6.35, -4.636,  2.311,  2.620,  5.488,  4.2136,  1.8890, -6.27,  4.285
-2.813,  2.310,-0.494, 0.682, -1.17,  2.048, -1.997,  0.850, -2.12,  0.505,-0.850, 1.753,  0.9463, -0.4139,-1.5607, -0.659, -1.145,  0.1777, -0.194,  0.4208,  5.020, 3.4e-01, -1.6559, -6.91,-0.7889, -3.9948, -1.090, -4.0336, -5.385,  1.50, -0.42, -1.52, -0.26, 1.80428, -0.65, -2.363, 1.1725,-1.444, -3.9307, -3.163, -4.126, -6.001, -3.700, -2.757, -0.61, -2.999, -7.62, -0.145, -2.617, -0.803,-0.678, -2.053, -0.36, -2.619, -1.412,  2.4883,  1.461, 3.0e+00,  1.7828, -1.43, -1.0384, -1.484,-3.0005, -1.488, -0.470, -1.166,  0.4172,  0.176,-0.038, -2.403, -1.690, -5.4770,-2.543, -4.2105, 1.6e+00, -2.980, -4.482, -1.942, -2.93, -2.843, -1.582, 0.174,  0.0067, -2.150,  0.140,-3.3125, -1.9915, -1.05, -5.108,  0.549,  1.912,  3.205,  5.5261, -0.9971, -6.36,  1.856
-0.488,  2.534,-0.175, 0.334,  3.17,  5.525, -2.477,  0.732, -0.80,  2.278,-1.526, 3.703, -2.7865,  2.4019,-1.1020, -1.133, -1.687, -1.8550, -1.128,  1.1525,  6.218,-2.2e+00, -3.4432, -4.66, 0.8567, -4.4120,  0.452, -2.2124, -4.287,  3.09, -1.34, -0.81,  3.21, 0.31989,  0.10, -1.698, 1.5503,-1.160, -6.7912, -5.544, -2.462, -5.389, -1.741, -8.768,  1.02, -2.093, -6.05, -1.565, -0.190, -1.844, 0.167, -1.188,  4.26, -0.111, -1.070,  1.7320,  0.571, 3.9e+00,  4.8166,  2.62, -1.6601,  0.503,-1.8119, -3.098, -0.136, -2.838, -1.4355, -0.807, 1.205, -1.919, -3.558, -4.0076, 1.048, -3.8713, 2.6e+00,  1.144, -2.425,  0.209, -1.87, -1.300, -1.133, 0.739,  1.1104, -1.491, -0.196,-3.3118, -4.9707, -4.55, -2.094, -0.554,  0.587, -0.060,  3.2048, -3.8530, -3.66, -0.107
 2.005, -3.820, 2.792, 1.866,  7.15,  7.042,  0.884,  1.875,  2.42,  2.554, 2.051, 6.876, -4.6119,  5.2906, 0.9003, -0.659,  0.743,  0.4821, -1.366,  2.5571,  5.226,-2.1e-01,  0.7425,  0.55, 0.1625,  0.3298,  0.901,  1.4464, -0.266,  6.60,  2.66,  4.13,  2.54, 1.95842, -0.96, -0.271, 2.4434,-0.746, -4.1547, -1.613,  1.553, -3.870, -4.219, -5.066, -0.93, -1.287, -1.81, -0.716, -0.126, -4.446, 1.069, -0.555,  4.49,  0.895,  2.341, -0.9338,  3.378, 2.8e+00,  7.0977,  3.51, -1.1808, -1.242,-2.0483, -3.769,  3.121,  1.637, -1.4434, -1.585,-1.209, -0.496, -0.405,  0.0289, 1.583,  0.8392,-1.9e-01,  2.090, -0.434,  3.299,  1.39,  2.635, -4.040, 1.732, -2.1152, -0.845, -1.666,-1.6922, -3.7695, -0.77,  0.156,  0.454, -2.149, -4.661, -8.3401, -7.2340, -0.57, -0.729
