ROI_1,ROI_2,ROI_3,ROI_4,ROI_5,ROI_6,ROI_7,ROI_8,ROI_9,ROI_10,ROI_11,ROI_12,ROI_13,ROI_14,ROI_15,ROI_16,ROI_17,ROI_18,ROI_19,ROI_20,ROI_21,ROI_22,ROI_23,ROI_24,ROI_25,ROI_26,ROI_27,ROI_28,ROI_29,ROI_30,ROI_31,ROI_32,ROI_33,ROI_34,ROI_35,ROI_36,ROI_37,ROI_38,ROI_39,ROI_40,ROI_41,ROI_42,ROI_43,ROI_44,ROI_45,ROI_46,ROI_47,ROI_48,ROI_49,ROI_50,ROI_51,ROI_52,ROI_53,ROI_54,ROI_55,ROI_56,ROI_57,ROI_58,ROI_59,ROI_60,ROI_61,ROI_62,ROI_63,ROI_64,ROI_65,ROI_66,ROI_67,ROI_68,ROI_69,ROI_70,ROI_71,ROI_72,ROI_73,ROI_74,ROI_75,ROI_76,ROI_77,ROI_78,ROI_79,ROI_80,ROI_81,ROI_82,ROI_83,ROI_84,ROI_85,ROI_86,ROI_87,ROI_88,ROI_89,ROI_90,ROI_91,ROI_92,ROI_93,ROI_94,ROI_95,ROI_96
  4.5507,  4.31,  3.585,  5.312, -3.0519, 11.623,-0.054,  6.471,  1.1388, -2.166,  2.54, -3.31, -2.08,  1.863, 1.341, -3.292, -1.046,  0.655,-1.550, 2.2017, -3.22, -0.2276, -1.649, -1.809, 12.366, -2.359, -2.229,  0.109,  0.7756, -4.918, -6.4905, -2.6862,  0.34, 4.8521, -6.0400, -2.0813,  4.461,-3.426,-0.753, -3.77, -3.267,-8.0e+00, -2.875, -4.063, -9.138, -0.6410, -1.833,  4.286,  1.54,-13.1404,  2.110,  0.6113, -4.680, -5.660,-1.762, 3.41, -8.931, -2.185, 10.629,  3.122, 1.433, 11.871, 4.6604,  0.674, -1.863, -2.081, -1.3999,  0.369, -5.191, -0.344,  0.502, -7.376, 20.74,  1.7530, -3.5444,  5.873,  4.677, -2.878, -8.625, -1.215, -6.206,-1.534, -1.2352, -3.006, 2.146, 5.698, -1.150,  0.39,-4.5929,-10.312, -4.063,  4.210, -8.44,  2.575, -1.186,  2.00
  2.2436,  6.54,  0.576,  0.751,  0.7706,  2.120, 0.150, -2.339,  0.8645, -2.071,  0.44, -0.65, -1.91,-10.356, 1.201, -4.579, -2.418, -3.097,-3.147,-2.4100, -0.97,  0.0460,  0.026, -7.820,  1.310, -0.526, -1.423,  1.227, -0.0037, -4.756, -6.5783, -0.1138, -0.18, 2.0275,  1.8842, -7.6690,  2.327,-0.908,-2.448, -8.96,  2.473,-5.4e-01, -3.409,  9.094,  4.650,  3.0350,-11.648,  4.547,  1.61,  2.5206, -0.903, -2.4245,  1.983,  1.304,-0.685, 0.52,  3.527, -1.530,  1.432, -1.869, 2.009, -5.514, 0.1317, -1.562, -4.012, -5.057, -3.8885, -2.099,  1.762, -0.983,  2.998,-14.165, -0.74,  0.0507, -7.0903,  1.160,  1.181, -2.846, -4.319, -6.787, -5.833,-1.238, -1.5666, -5.084,-0.896, 4.364, -3.569, -8.88, 4.9499,  0.450, -0.843,  4.601,  8.19,  4.780, -9.252,  3.48
  2.6541, 10.23,  1.024,  2.008,  3.9833,  4.011, 3.418, -2.955,  4.1152,  4.806, -3.31, -1.75, -1.18,-12.785, 0.344, -5.923,  1.849, -0.345,-1.029,-0.5795, -1.23, -1.7503, -2.481, -0.018,  0.782,  2.373, -0.700,  2.640,  2.4799, -4.591, -4.6492,  7.1121,  3.59, 0.3290, -1.9526, -2.3190,  0.343,-3.389,-4.206, -2.49,  7.824, 3.6e+00,  6.344,  7.279,  8.223, 11.0080, -0.836,  2.993,  2.30,  3.2509,  0.286, -1.5109,  2.799,  0.222, 2.543, 1.43, 10.615,  2.732,  2.151,  2.068, 2.361, -7.380, 0.5852, -0.706,  0.503, -2.092,  0.2255,  0.752,  2.113, -1.071,  0.857, -2.243, -0.61,  3.1105, -4.8273,  4.699,  4.218, -2.348, -3.559, -3.771, -3.687,-1.388, -5.8595, -0.241,-1.110, 3.539, -1.845, -8.64, 9.9399,  4.045,  4.631,  4.219, 11.92, 12.471, -1.297,  3.85
  2.3063,  5.52,  0.737,  1.979,  3.8303,  3.372, 5.292, -1.861,  3.7014,  5.230, -5.18, -1.27, -0.44,-10.114,-1.562, -3.811,  5.325,  2.374, 1.982, 0.9537, -2.48, -1.8913, -3.601, 10.092,  2.033,  4.685,  0.283,  3.103,  6.0615,  2.475,  2.3763, 12.6942,  4.18, 0.2739, -1.1023,  5.6770, -1.191,-2.568,-5.161,  7.36,  4.944, 4.9e+00, 11.297,  6.585,  5.739, 14.7051, 14.816,  3.345,  2.24,  2.1162,  0.797,  0.8846,  1.072, -1.765, 4.140, 2.07, 12.104,  5.129, -1.257,  3.276, 2.595, -3.711, 1.8118,  1.607,  4.655, -0.051,  4.7488,  3.581,  0.453, -0.086,  0.611, 10.811,  1.44,  4.1941,  3.1961,  6.316,  7.516,  3.229,  1.106,  9.564,  0.730, 0.526, -0.0068,  5.623,-0.745, 0.902, -0.428, -3.38,10.2709,  6.246,  6.794,  6.377,  7.34, 10.968, 13.808,  4.81
  0.2574,  3.00, -0.103,  1.643,  2.0546,  2.236, 5.321, -0.946,  1.8795,  2.545, -6.09, -2.21,  0.51, -9.508,-3.159, -2.235,  6.679,  3.338, 2.332, 0.7225, -3.73, -1.1913, -4.181, 16.393,  4.001,  3.932,  1.305,  2.204,  6.5740,  7.570,  8.6096, 15.2759,  3.34, 0.6594,  0.8117, 11.9226, -1.203,-0.767,-4.807, 15.63,  2.496, 6.0e+00, 13.293,  6.680,  5.520, 15.6664, 25.322,  3.074,  0.77,  2.7172,  0.031,  1.7304, -0.379, -2.688, 4.089, 3.13,  8.294,  4.740, -4.019,  3.349, 1.616, -0.608, 3.5082,  4.549,  6.949,  0.499,  6.7491,  4.454, -2.281,  1.016,  2.145, 19.199,  3.63,  3.7671,  7.5178,  5.338,  7.788,  7.717,  5.345, 20.067,  4.024, 0.782,  3.8135, 10.270,-1.123,-0.493,  0.404,  3.17, 8.0090,  6.504,  7.099, 10.603,  6.98,  9.975, 25.805,  4.69
 -3.4837,  6.64, -1.485, -0.356, -0.7715, -0.703, 2.348, -0.815,  1.3092,  0.202, -4.40, -6.16, -0.46, -9.829,-4.364, -4.054,  4.108, -0.220,-0.880,-2.2460, -5.71, -0.5535, -4.776, 15.234,  2.948, -0.918,  1.956, -0.407,  2.9641,  3.039,  9.0552, 13.4400,  0.26,-0.2044,  3.6656, 14.3066,  1.399, 0.319,-0.794, 17.37,  5.785, 6.4e+00, 14.220,  7.173,  8.865, 12.3097, 25.183,  2.848, -2.21,  4.7468, -2.024, -0.7886,  0.701, -0.679, 1.755, 4.41,  1.108, -2.425, -1.284,  2.465,-0.780,  0.289, 4.6367,  4.872,  5.469, -1.549,  4.8406,  1.229, -5.528,  2.406,  3.401, 18.509,  1.19,  1.2307,  3.4403,  1.577,  4.060,  5.160,  5.980, 20.700,  2.765,-1.567,  4.9493, 13.169,-1.571, 1.177,  3.035,  7.58, 3.6268,  4.385,  7.641, 11.945, 16.52, 14.599, 29.330,  4.88
 -6.0693,  7.32, -2.926, -2.866, -2.8109, -3.332,-1.333,  0.619,  3.6571,  2.427, -1.28, -6.78, -1.89, -7.569,-4.441, -4.394,  0.430, -3.531,-3.756,-4.2471, -5.59, -0.7018, -2.960,  9.815, -1.531, -4.755,  1.909, -2.477, -0.1134, -3.179,  6.2167,  8.7602, -2.61,-0.0570,  4.9821, 14.1990,  2.872, 1.774, 4.143, 16.87,  7.772, 7.1e+00, 14.275,  4.252,  8.012,  8.8725, 17.754,  2.580, -4.44,  3.7916, -3.834, -3.5338,  1.336,  0.923,-1.106, 4.61, -0.664, -6.195,  3.104,  2.437,-1.723,  1.314, 6.0772,  5.018,  2.419, -3.241,  2.1831, -1.910, -6.029,  3.457,  4.844, 12.965, -3.16, -1.6963,  0.2888, -1.319,  0.048,  0.457,  3.870, 16.034,  0.580,-1.505,  5.0455, 14.523, 0.664, 2.647,  5.551, 11.00,-0.3401,  3.122,  6.816,  7.154, 20.57, 15.734, 23.821,  4.74
 -6.5507, -0.82, -3.314, -4.017, -2.7212, -3.186,-3.266,  4.386,  7.8839,  9.196,  3.35, -0.68, -0.93, -4.142,-1.589,  1.251, -1.555, -1.356,-3.324,-1.3514, -0.27,  0.5060,  3.859,  1.787, -6.809, -3.343,  1.321, -2.259,  0.1631, -3.900,  3.7375,  3.0469, -3.78, 1.0576,  2.4549, 12.4687,  0.212, 5.247, 7.955, 19.83,  4.313, 9.3e+00, 13.052, -3.589,  0.316,  8.1435,  6.230,  0.594, -3.64,  0.0650, -3.547, -2.6007,  1.703,  2.201,-1.530, 3.13,  5.570,  1.751,  2.680,  4.258, 0.436,  2.732, 7.9554,  7.635,  0.831, -0.240,  1.9699, -0.829, -2.310,  4.030,  8.231,  6.754, -4.03, -3.0540,  2.0141, -2.284, -2.937, -0.727,  1.336,  8.936,  1.579, 2.512, -2.5555, 12.917, 4.701, 0.505,  6.250, 17.53,-2.6620,  2.976,  2.983, -6.375,  8.80,  5.473,  8.625,  0.93
 -5.4103, -7.37, -3.179, -3.786, -1.5281, -1.431,-4.260,  5.661,  6.5897,  8.786,  7.06,  3.15,  0.72, -3.129, 2.097,  6.339, -3.663,  1.028,-0.874, 1.3603,  2.32,  3.0425, 10.040, -5.994, -9.779, -1.029, -0.507, -1.941, -0.5371, -3.550,  1.0039, -2.0847, -5.56, 1.2700,  1.4719,  6.1415, -1.979, 7.426, 8.588, 19.04,  0.193, 8.0e+00,  6.985, -4.070, -4.553,  3.9939, -5.193, -0.129, -1.90, -1.0896, -2.401, -0.0685,  1.498,  2.484,-0.848, 1.58,  6.465,  7.211, -1.094,  4.192, 2.485,  2.608, 7.4842,  9.053, -0.846,  3.213,  2.7473,  0.327,  0.222,  5.134,  9.618, -1.880, -3.41, -3.8931,  0.8199, -4.066, -5.628, -1.342, -0.451,  0.048,  1.455, 4.689, -8.1745,  6.528, 4.481,-2.138,  5.280, 18.88,-3.7363,  0.969, -0.782,-15.375, -4.30, -5.668, -7.183, -2.82
 -2.6173, -6.18, -4.441, -3.041, -0.7306,  0.033,-6.586,  1.577, -2.6023, -2.477,  6.99,  0.09,  1.22, -4.462, 3.233,  5.709, -9.117, -2.675,-0.207,-2.3148, -3.51,  2.7205, 10.413,-13.248, -8.262, -3.248, -3.559, -3.885, -5.9425, -6.854, -5.5368, -8.7139, -7.26, 2.2031,  4.7101, -7.6343, -0.182, 5.725, 4.588,  6.80, -3.100,-2.2e-01, -6.664,  7.143, -3.738, -6.8305,-17.470,  1.941, -2.25, -0.7881, -3.165, -0.3435, -2.726, -2.673,-3.040, 0.19, -4.256,  0.676, -2.918,  1.521, 1.450,  1.088, 4.1225,  6.187, -6.096,  1.507,  0.4990, -3.059, -1.827,  5.000,  4.829,-17.586, -3.34, -5.9025, -5.3711, -7.084, -8.559, -5.642, -3.517,-13.620, -3.764, 3.026, -1.7454, -5.212,-1.144,-1.235,  1.973,  6.65,-4.3825, -4.913, -3.926,-10.968, -8.13, -9.255,-20.134, -3.32
