ROI_1,ROI_2,ROI_3,ROI_4,ROI_5,ROI_6,ROI_7,ROI_8,ROI_9,ROI_10,ROI_11,ROI_12,ROI_13,ROI_14,ROI_15,ROI_16,ROI_17,ROI_18,ROI_19,ROI_20,ROI_21,ROI_22,ROI_23,ROI_24,ROI_25,ROI_26,ROI_27,ROI_28,ROI_29,ROI_30,ROI_31,ROI_32,ROI_33,ROI_34,ROI_35,ROI_36,ROI_37,ROI_38,ROI_39,ROI_40,ROI_41,ROI_42,ROI_43,ROI_44,ROI_45,ROI_46,ROI_47,ROI_48,ROI_49,ROI_50,ROI_51,ROI_52,ROI_53,ROI_54,ROI_55,ROI_56,ROI_57,ROI_58,ROI_59,ROI_60,ROI_61,ROI_62,ROI_63,ROI_64,ROI_65,ROI_66,ROI_67,ROI_68,ROI_69,ROI_70,ROI_71,ROI_72,ROI_73,ROI_74,ROI_75,ROI_76,ROI_77,ROI_78,ROI_79,ROI_80,ROI_81,ROI_82,ROI_83,ROI_84,ROI_85,ROI_86,ROI_87,ROI_88,ROI_89,ROI_90,ROI_91,ROI_92,ROI_93,ROI_94,ROI_95,ROI_96
-0.628,  3.059,-0.6230, 0.175,-4.5987, 0.080,-1.219, 0.5575, 0.401,-4.011,-3.92239, 0.636, -3.63,-4.921,-1.884, 2.683, 1.1e+00, 1.358,-0.6222,-4.6601, -9.639, 2.996, 1.3198,  2.680, 1.1293, 0.4149,-4.7073,-0.2963,-2.470, 1.022,-0.655, 4.836,-1.883,-2.5285, 1.138, 4.796,-2.0965, 0.6470, 3.523,  1.838,-0.2165,-1.113, 0.430,  6.014, 0.4916, -3.775, 1.75046, -0.3032,-4.071,-1.847,-1.818, 0.026,-5.877,-1.194,-2.3630,-1.0703, 1.048,-2.8654,-7.135,-6.144,-1.577,-0.2202, 0.625, 2.256,-0.2019, 2.3184,-0.15,-0.070,-2.079, 2.239, 1.196,  7.712,-1.569,-2.8811,-1.392,-1.779,-2.184,  0.49, 0.730, 7.19005,-4.7587,-1.3158, 1.702, 8.013, 0.226,-1.405, 5.323, 6.441, 1.85183, 2.478,-0.1486,  5.939,-4.57, -4.546, 0.241, 0.7525
 4.940, -7.726, 8.7089, 2.787, 3.0292, 2.132, 3.786, 2.6039, 3.152, 7.994, 4.19589, 2.463,  8.72, 6.567, 1.657, 7.228, 3.7e+00, 1.279,-2.6274, 3.5486, 11.148, 4.494, 9.0708,  2.574, 9.7622, 4.2515, 1.6048, 6.2544, 5.875, 6.545, 7.211,-0.783, 6.460, 0.1739, 5.600, 1.462,-0.3792,-1.0110, 7.124,  7.764, 0.9692, 4.128, 8.638,  4.071, 7.4121, 13.977, 3.53617,  6.0386, 3.774,-4.775, 3.560, 2.892, 3.916,-0.945, 2.5288, 1.3319, 4.683, 3.3800, 0.248,-0.255, 2.691, 0.9154,-0.894, 3.801, 1.8880, 0.5319,-4.27,-1.567, 1.180, 0.339, 5.094,  1.271,10.658, 1.4449,-0.641, 3.456, 3.618,  3.04, 4.092,-0.90729, 7.5806,-0.4592, 5.051, 0.151, 1.309,-0.900, 3.707, 1.823, 0.63498, 2.093, 3.8328, -3.070,-1.83, 11.981, 1.180, 1.7145
 5.491, -4.695, 9.4434, 5.725, 3.0232, 2.729, 3.427, 1.4807, 1.844, 5.282, 6.33415, 2.858,  9.21, 5.753, 1.127, 5.027, 3.0e+00,-0.362,-3.6291, 5.9402, 13.624, 4.613, 6.1734, -0.318,11.7168, 3.0206, 0.9956, 7.0170, 6.889, 8.724, 9.506,-2.690, 4.262, 0.1738, 8.916,-0.862,-0.5780,-1.3221, 4.163,  4.253, 1.4442, 3.974, 6.350,  2.572, 7.8185,  9.678, 3.17625,  3.3437, 3.595,-1.905, 3.418, 3.863, 3.016, 1.675, 1.8612, 1.5710, 3.792, 1.5238, 1.981, 0.172, 2.085, 1.3036,-1.611, 2.183, 0.7837,-0.6476,-5.06,-1.483, 1.873, 0.519, 3.212, -3.011,12.130,-0.3665,-0.183, 4.276, 4.612,  4.45, 6.385,-1.76035, 6.2575,-0.3406,10.658,-2.141, 0.494,-1.294, 0.606,-1.177, 1.76568, 0.618, 3.5242, -1.674, 0.96,  9.781,-0.572,-0.2887
 5.107,  4.886, 8.2546, 7.817, 4.4195, 4.632, 3.769,-0.0565,-0.404, 0.731, 5.37273, 1.213,  6.82, 4.900, 1.636, 2.391, 2.8e+00, 0.253, 0.1768, 7.9109, 13.922, 4.613, 2.3506, -2.087, 9.2164, 3.4471, 1.1364, 6.1391, 7.317, 8.515, 8.305,-2.799,-0.118, 1.7543, 6.832,-0.167, 0.1850,-0.2930, 1.648,  1.703, 2.6724, 4.332, 2.222,  0.261, 8.2284,  1.784, 0.15627,  2.5726, 4.575, 3.830, 3.800, 4.484, 2.944, 6.797, 3.0934, 4.2917, 3.422, 0.7131, 6.114, 1.567, 1.644, 1.4113,-1.724, 1.816, 2.4660, 0.9744, 1.03, 1.936, 4.560, 2.760, 3.283, -3.446, 8.096, 0.6628, 2.281, 5.228, 6.089,  6.45, 7.378,-0.11721, 3.6540, 0.8138,10.555,-0.387, 0.656, 1.032,-0.629,-0.704, 1.66717,-0.619, 1.9003,  6.772, 5.22,  6.952, 0.702, 0.0217
 4.836, 11.042, 7.1649, 8.411, 5.9821, 6.993, 3.347,-0.1122,-1.580,-1.409, 5.54673, 1.340,  4.08, 5.492, 2.120, 1.700, 2.3e+00, 0.944, 2.4711, 8.5581, 13.347, 3.689,-0.4158, -3.315, 7.3035, 3.7056, 1.9752, 5.3624, 6.685, 7.193, 6.014,-2.630,-1.488, 3.4121, 2.952, 0.464, 0.8084, 1.2695, 0.590, -0.076, 3.8627, 4.539,-0.498, -0.982, 7.4765, -3.219,-3.28105,  1.7945, 4.867, 6.640, 3.809, 4.045, 2.243, 8.593, 3.8078, 6.4306, 3.021, 0.6361, 8.956, 3.153, 1.325, 1.2422,-1.132, 1.909, 3.8469, 2.1797, 5.53, 3.756, 6.266, 3.255, 3.027, -3.302, 5.125, 1.7748, 4.050, 5.488, 5.931,  7.30, 6.214, 0.41669, 2.1253, 2.0377, 6.563, 1.234, 0.827, 3.329,-0.693,-1.039, 1.37121,-0.602, 1.3522, 11.509, 7.94,  5.716, 1.562, 0.8330
 4.769,  5.586, 6.6875, 6.116, 6.7834, 7.548, 0.900, 0.4302,-1.185,-1.627, 7.13534, 3.641,  0.97, 5.843, 1.703, 2.531, 3.5e-01,-0.147,-0.7190, 6.4801, 11.811, 1.985,-2.5883, -3.477, 7.1359, 1.0988, 1.9778, 4.6150, 2.982, 3.244, 3.360,-3.478, 1.742, 1.9871, 1.366,-1.730,-0.6499, 0.6533,-0.935, -2.675, 1.7024, 1.665,-1.578, -2.913, 2.5207, -1.735,-3.83011, -1.0514, 2.867, 1.050, 2.775, 1.456,-0.766, 2.474, 1.6243, 2.7110, 2.369,-0.4652, 6.609, 2.002, 0.542, 0.3077,-0.780, 0.400, 1.6936, 0.5191, 2.29,-0.074, 4.605, 0.426, 1.164, -3.745, 3.955, 1.0829, 2.680, 3.812, 2.139,  1.84, 1.588,-2.47078, 2.0707, 1.3733, 0.661,-0.949,-0.181, 2.104,-0.924,-3.168, 0.09097,-0.745, 3.0384,  3.415, 5.12,  6.650, 0.591, 0.3169
 3.721, -1.188, 5.3886, 2.958, 6.2199, 5.495,-1.188, 0.3869,-0.380,-1.803, 8.92945, 5.052, -0.34, 5.093, 1.143, 1.689,-1.2e+00,-0.844,-3.7195, 4.0084,  9.223, 1.691,-3.3759, -1.576, 6.7066,-1.3006, 1.9180, 3.1408,-0.747, 0.273, 2.547,-3.558, 3.566,-0.2720, 1.845,-3.010,-1.8784,-0.5548,-2.295, -4.287,-1.7409,-1.592,-2.540, -4.998,-2.5889,  0.048,-1.47386, -2.7345, 0.339,-4.181, 1.598,-0.449,-2.397,-2.076,-0.4528,-1.1809, 2.846,-1.0922, 4.652, 0.895, 0.231,-0.5655,-0.341,-1.501,-0.4843,-0.3029,-1.20,-3.203, 2.598,-1.160, 0.129, -2.503, 2.799, 0.8844, 1.319, 1.414,-0.963, -3.18,-0.478,-3.37982, 1.8688, 0.1002,-2.328,-3.269,-1.127, 0.302,-1.587,-3.784,-2.20833,-1.931, 3.9897, -5.684, 0.49,  7.013, 0.654,-0.4713
 1.157, -1.442, 2.8924, 0.153, 4.2831, 1.718,-1.724, 0.9230, 0.019,-1.581,12.31461, 5.221,  2.39, 4.551, 1.329,-1.340,-2.0e+00,-0.116,-3.5860, 2.5729,  5.066, 1.938,-2.3737,  1.144, 5.9213,-0.5286, 2.7820, 0.3128,-2.356, 2.171, 3.737,-2.507, 1.525, 0.5941, 2.122,-1.411,-0.5044, 0.6580,-2.437, -2.625,-4.1412,-3.685,-5.252, -4.440,-5.2234, -4.025, 0.75928, -2.2788,-1.959,-2.645, 0.452, 0.019,-0.044, 1.143,-0.1387, 1.4608, 4.350,-0.2945, 7.539, 4.025, 1.010,-1.1077, 0.925,-1.757, 0.3554, 1.3356,-0.52,-1.628, 1.634,-0.481, 0.466, -0.087, 1.284, 2.3235, 2.152,-1.393,-1.347, -0.53, 2.630,-0.41497, 0.8380, 0.3893, 0.153,-3.252,-0.712, 1.208,-2.506,-2.494,-4.65419,-3.816, 2.5495, -6.485,-2.96,  3.301, 2.011,-1.1672
-1.166, -1.258, 1.1589,-2.623, 2.1456, 0.107,-1.855, 2.0281, 0.282,-0.390,13.91984, 5.980,  5.36, 3.874, 1.694,-3.096,-2.2e+00, 0.422,-3.1576, 1.7470,  1.403, 1.038,-1.2289,  2.338, 5.3383, 0.8133, 2.2856,-2.2218,-3.054, 4.086, 3.889,-1.796, 0.365, 1.5515, 0.315,-0.517, 0.9156, 2.2980,-1.619, -1.446,-5.0974,-5.615,-7.092, -3.177,-6.5464, -7.098, 1.12518, -1.8571,-3.738,-1.445,-0.653, 0.322, 1.975, 3.657, 0.3965, 4.5923, 4.801, 0.6372, 9.225, 6.091, 1.752,-1.1418, 1.569,-1.479, 1.4186, 2.4736, 0.62, 0.104, 1.019,-0.323, 0.589,  0.684,-0.101, 2.6616, 1.698,-3.770,-1.811,  2.01, 4.251, 0.85703, 0.0451, 0.5693, 0.926,-3.013, 0.191, 1.979,-2.097,-1.969,-5.90888,-4.628, 1.7232, -5.934,-5.80, -0.602, 1.768,-1.6248
-1.629, -3.437, 0.5072,-5.573, 0.2295, 0.638,-2.434, 1.7279, 1.285, 1.417,10.87649, 5.913,  6.06, 3.634, 2.381,-2.917,-1.3e+00, 0.218,-3.6514, 1.6829,  0.666,-0.064, 0.4122,  1.823, 6.4422, 0.2835, 0.2897,-2.3472,-2.473, 3.885, 3.510,-1.773, 2.152,-0.2256,-1.856,-0.501, 0.4221, 2.1582, 1.073, -1.960,-5.5387,-6.391,-4.158, -4.523,-5.0418, -3.150, 0.54166, -0.4469,-3.453,-3.403,-1.251,-0.648, 1.933, 0.593,-0.2858, 3.7366, 4.749, 1.5436, 6.957, 3.555, 3.057, 0.3653, 0.612,-1.238, 0.6066, 2.2823, 0.54, 0.300, 1.681,-0.192, 1.488,  0.245, 0.574, 0.8744,-1.109,-3.935,-2.028,  0.47, 3.245,-0.52388, 0.1469,-0.7600,-1.373,-2.203, 0.962, 1.389, 1.248,-1.957,-5.75866,-3.914, 2.9342, -7.368,-6.88,  0.758,-0.305,-0.9752
