ROI_1,ROI_2,ROI_3,ROI_4,ROI_5,ROI_6,ROI_7,ROI_8,ROI_9,ROI_10,ROI_11,ROI_12,ROI_13,ROI_14,ROI_15,ROI_16,ROI_17,ROI_18,ROI_19,ROI_20,ROI_21,ROI_22,ROI_23,ROI_24,ROI_25,ROI_26,ROI_27,ROI_28,ROI_29,ROI_30,ROI_31,ROI_32,ROI_33,ROI_34,ROI_35,ROI_36,ROI_37,ROI_38,ROI_39,ROI_40,ROI_41,ROI_42,ROI_43,ROI_44,ROI_45,ROI_46,ROI_47,ROI_48,ROI_49,ROI_50,ROI_51,ROI_52,ROI_53,ROI_54,ROI_55,ROI_56,ROI_57,ROI_58,ROI_59,ROI_60,ROI_61,ROI_62,ROI_63,ROI_64,ROI_65,ROI_66,ROI_67,ROI_68,ROI_69,ROI_70,ROI_71,ROI_72,ROI_73,ROI_74,ROI_75,ROI_76,ROI_77,ROI_78,ROI_79,ROI_80,ROI_81,ROI_82,ROI_83,ROI_84,ROI_85,ROI_86,ROI_87,ROI_88,ROI_89,ROI_90,ROI_91,ROI_92,ROI_93,ROI_94,ROI_95,ROI_96
 -2.341,-4.376, 0.808, -1.445, 2.924,  1.4006,-3.294,-3.0248,-2.399, -0.369, 3.641, 2.9048,-4.498, 3.862, 1.6118,-4.3675,-2.4026, -5.055, -3.962, 0.034,  6.161,-6.455,-3.38236,  1.195,  8.53, -0.759,-2.6108, 2.0e+00, -1.7573, -0.158, -2.405, -5.320,-2.8144,-0.0058, 3.974,-0.027, 0.538,-0.7330,-1.438, -0.725, -4.008, -4.008, -3.218, -6.226, -6.094, -3.60,  0.518,-3.4794,-3.113,-0.920,-1.762,-5.8295,-2.4509,-2.800,-1.416,-3.3705,-1.537,-0.271,-2.373,-4.032, -9.336, 2.0018,-2.137, -3.41,-0.6577,-5.010,-6.839,-4.832,-4.855, -7.894,-5.248,  1.14,  7.954, -5.940,-0.8767, -0.833, -3.355, -4.105,-6.3e+00,-6.2e+00,-5.006,-0.5274, -0.4735,-2.434,-3.1815,-4.573, -2.895,-0.617, -0.581, 0.6416, 1.2098,-11.412, -1.199, -4.036,  1.2985, -5.601
  0.707, 0.453, 1.666,  0.658,-2.591, -2.6547, 1.468, 0.2943,-0.535, -3.756,-1.096, 0.8861,-2.327,-0.588,-0.6475, 0.0081,-0.1292,  4.346, 10.903, 2.322, -1.867,-1.541, 1.45259,  0.959, -2.04,  2.619,-2.4719,-1.1e+00,  0.3907, -1.319, -3.021,  1.349,-1.0837, 2.9449,-1.061, 0.652,-0.015, 2.0070, 0.032,  0.558, -2.847, -2.709, -2.696,  2.285,  1.395,  4.91,  0.250, 3.4931, 1.669,-1.878, 1.298,-0.5775,-1.5683,-1.760, 0.303,-1.3233, 0.047, 0.929, 0.505, 0.056, -2.390,-2.6231, 0.376,  2.01,-1.4142,-1.225, 2.337, 1.253, 0.024, -2.967, 0.963, -0.76, -1.587,  2.371, 0.7395, -1.294, -0.441, -0.482,-1.9e+00,-2.9e-04,-2.540,-0.2423, -1.9686, 0.626,-1.0962, 3.748,  0.548, 0.227,  0.837,-1.5464, 0.8680, -3.368, -3.210, -3.781, -0.0460,  4.087
  0.979, 2.588, 2.449,  2.645,-2.624, -2.5469, 2.139, 0.1500,-1.955, -4.497,-2.322,-0.7275,-1.131,-1.321,-0.7645, 0.4981,-0.7799,  4.157, 11.925, 4.546, -2.215, 0.299, 3.16896,  1.847, -0.61,  2.381,-2.0752,-9.8e-01,  0.5678, -1.665, -2.740,  4.391,-1.7003, 4.0908,-1.321, 1.910,-0.136, 2.4599, 0.356,  2.495, -2.175, -3.021, -3.888,  1.622,  4.611,  9.30,  1.730, 5.4502, 2.092,-1.501, 2.189, 0.9689,-1.8239,-3.147, 0.890,-0.1450, 0.896,-0.266, 2.012, 1.555, -1.141,-1.2820,-0.203,  4.75,-1.3206, 0.192, 4.443, 1.836, 0.714, -1.468, 2.559,  0.47, -0.538,  2.235, 0.1845,  0.543,  0.723, -0.776,-5.7e-01, 2.7e+00,-3.985, 1.4413, -1.6524, 2.062,-0.5540, 5.120,  0.844, 1.330, -0.137,-1.4180, 0.5623,  0.896,  1.669, -0.092,  2.3156,  6.130
  3.377, 2.109, 2.126,  4.267,-2.800, -1.3556, 2.809, 0.9313,-2.250, -1.028,-0.780,-2.0813,-0.686,-2.992,-0.3916, 0.4876, 1.3604,  1.769,  6.183, 2.085, -1.514, 3.069, 2.79755, -1.386,  4.41,  3.210,-0.0517, 7.0e-01,  1.9440,  0.969,  0.944,  3.979, 0.4905, 3.5574, 0.390, 0.811,-0.502, 1.9809, 0.240,  2.692, -1.497, -0.257, -3.388,  1.302,  6.343,  7.27, -0.448, 4.0567, 2.506,-0.327, 2.446, 2.0684,-1.6865,-2.751, 2.480, 0.5361, 2.324, 1.958, 2.893, 1.688, -0.880,-1.3240,-0.452,  3.27, 1.9963, 2.803, 3.083, 1.397, 1.105,  1.856, 3.034, -1.38,  2.817,  2.231, 0.3921,  2.492,  1.777,  0.530, 2.4e+00, 4.6e+00,-1.670, 1.5128, -0.9958, 1.377, 0.7902, 4.225,  0.891, 1.780, -0.669,-0.6724, 0.5321,  3.744,  4.961,  3.561,  2.2597,  4.041
  5.231, 2.653, 1.489,  4.721,-2.321,  0.1039, 2.958, 1.9624,-1.698,  2.496, 1.090,-1.5747,-0.846,-3.196,-0.2338, 0.8645, 3.6721,  0.058,  1.520, 0.429,  0.058, 4.389, 2.32748, -3.778,  7.92,  3.858, 1.5403, 2.5e+00,  4.2109,  2.818,  3.524,  3.382, 2.9712, 1.7304, 1.358,-0.351,-0.458, 0.8600, 0.504,  1.978, -0.778,  1.969, -1.897,  2.482,  6.882,  5.96, -0.664, 2.2023, 2.856, 1.378, 2.780, 2.5355,-0.9464,-1.316, 3.980, 0.8803, 3.604, 4.466, 3.029, 1.447,  0.370,-1.1870,-0.369,  2.65, 4.9957, 4.813, 1.629, 1.653, 2.142,  4.551, 3.841, -2.04,  5.863,  2.949, 1.2714,  4.108,  3.695,  1.729, 4.3e+00, 5.9e+00, 0.237, 0.2172,  0.0058, 1.352, 1.8554, 3.795,  2.199, 1.859,  1.829, 2.1700, 2.5047,  4.795,  5.669,  4.486,  2.4562,  1.664
  3.176, 4.242,-0.463,  1.813,-1.900, -0.4117, 0.746, 2.8885,-1.383,  1.380, 1.185,-0.7198,-2.161,-1.595,-0.4947, 0.0981, 2.6246, -1.891, -0.705,-0.741,  0.298, 1.597, 1.09904,  0.312,  5.54,  0.769, 2.1848, 3.3e+00,  6.3445,  2.165,  2.927,  4.944, 3.4703, 0.3845, 0.380, 0.863, 0.022,-1.2189, 0.524,  0.814, -0.164,  1.663, -0.907,  2.963,  4.200,  7.58,  3.547, 2.5421, 2.114, 2.759, 2.532, 0.8864, 0.4749,-0.057, 3.125, 1.3397, 3.376, 4.298, 2.075, 0.742,  1.878, 0.4264, 0.022,  2.80, 3.4567, 3.455,-0.940, 2.374, 3.781,  3.619, 4.053,  1.06,  7.431,  2.638, 2.3433,  6.069,  6.894,  2.545, 4.6e+00, 8.7e+00,-0.318,-0.8159,  2.4928, 3.670, 2.7282, 4.294,  4.839, 2.067,  6.750, 6.4598, 5.2857,  5.261,  3.597,  1.406,  3.3538,  2.480
  1.626, 4.426,-0.891,  0.162, 0.146,  0.1412,-1.319, 2.9736,-0.506, -1.206, 1.281, 1.3087,-0.966,-0.553,-0.0771, 0.2715, 0.9368, -1.934,  0.019,-0.610,  1.909, 0.364,-0.00073,  2.463,  4.04, -2.035, 2.6577, 3.9e+00,  6.6807,  1.911,  2.975,  3.168, 3.5966, 0.1392,-0.670, 1.104, 1.076,-1.5494, 0.977, -1.510,  0.624, -0.518, -2.275,  2.614,  2.001,  7.33,  5.186, 1.2669, 1.482, 2.277, 2.560, 0.6498, 1.5591, 0.615, 1.182, 1.5859, 2.791, 1.913, 1.210,-0.581,  2.747, 1.5980, 0.272,  2.71, 0.9186, 2.780,-2.462, 2.114, 4.499,  2.850, 3.086,  1.47,  9.235,  0.635, 2.9867,  6.284,  7.829,  2.454, 4.9e+00, 7.9e+00,-1.224,-0.9744,  4.6845, 3.352, 1.6832, 5.059,  5.540, 0.401,  7.753, 7.0349, 5.7412,  4.480,  0.877, -1.913,  2.2419,  1.416
  3.791, 3.182, 1.836,  1.952, 4.196,  3.3304,-1.504, 1.4367, 1.545, -2.149, 1.774, 5.7918, 3.586,-0.333, 1.1535, 3.2979, 0.7007,  1.410,  3.281, 2.063,  7.544, 3.506, 0.34405, -4.388,  6.85, -1.042, 3.0771, 3.8e+00,  3.7293,  2.504,  4.539, -6.118, 4.1469, 0.6899,-0.617,-3.158, 2.096, 0.9409, 1.297, -5.488,  1.634, -3.216, -4.546,  1.835,  2.780,  2.82,  0.501,-4.2838, 2.110,-0.707, 3.025, 2.8693, 1.1121,-0.012,-0.544, 0.9504, 2.285,-1.618, 1.725,-1.324,  3.012, 0.6369, 0.452,  2.56, 0.2635, 5.178,-0.570, 0.536, 3.060,  3.876, 1.602, -5.40, 10.576, -2.454, 3.7362,  2.741,  3.655,  0.085, 3.7e+00,-1.8e+00,-0.966,-0.7472,  4.8424,-3.548,-2.0908, 5.119,  1.678,-4.761,  2.545, 2.7746, 3.2164, -0.333, -1.255, -3.912, -3.1060, -5.348
  5.355, 2.214, 3.857,  2.576, 5.803,  4.4895,-1.071,-0.2756, 3.000, -1.934, 1.070, 8.5155, 6.198,-0.154, 1.7238, 5.1683, 1.1601,  4.312,  5.566, 3.917, 10.975, 5.504, 1.67172, -9.742, 10.81,  0.928, 2.4292, 3.3e+00,  1.3375,  2.506,  4.928,-12.062, 3.3680, 1.0067, 0.942,-6.804, 1.673, 2.7671, 0.922, -7.465,  0.916, -4.719, -5.918,  2.361,  3.786,  1.21, -2.684,-7.7894, 2.334,-2.462, 2.728, 3.7520, 0.4944,-0.500,-0.733,-0.0171, 1.663,-2.077, 2.391,-1.197,  2.950,-0.6616, 0.207,  1.86, 0.9487, 6.541, 0.791,-0.549, 1.621,  3.884, 0.814,-10.28, 10.229, -3.782, 3.1180, -0.811, -0.157, -1.806, 1.9e+00,-9.3e+00,-0.966,-0.5247,  4.2628,-9.008,-4.8545, 3.671, -1.821,-7.592, -1.193, 0.2918, 1.0284, -5.189, -2.239, -5.405, -6.5922, -9.968
  4.945, 0.438, 4.838,  2.268, 3.576,  2.6797, 0.176,-0.1265, 2.605, -1.599,-0.072, 7.5014, 6.959, 0.220, 0.9574, 4.2160, 3.0021,  5.325,  6.685, 4.474,  9.515, 6.103, 2.99226, -6.506, 13.87,  2.108, 0.9133, 3.8e+00,  1.8143,  3.360,  5.704, -7.030, 1.3111, 0.4546, 4.329,-4.908, 0.643, 2.7297, 1.615, -4.734, -1.635, -4.988, -7.442,  4.541,  3.383,  6.96, -0.309,-5.8645, 1.743,-1.594, 2.210, 3.8420, 0.8410, 0.197, 1.424,-0.1693, 0.993, 1.197, 1.399,-1.474,  3.060,-0.7068,-0.610, -0.16, 3.0952, 5.491,-1.021,-0.402, 1.612,  3.551, 0.573, -6.91,  9.631, -2.050, 0.6787, -1.616, -0.018, -0.248, 3.3e+00,-6.1e+00,-2.090,-0.1965,  4.5628,-6.926,-5.3591, 1.308, -0.971,-4.572, -1.090, 0.3906, 0.0558, -4.887, -1.806, -5.846, -3.8797, -7.558
