ROI_1,ROI_2,ROI_3,ROI_4,ROI_5,ROI_6,ROI_7,ROI_8,ROI_9,ROI_10,ROI_11,ROI_12,ROI_13,ROI_14,ROI_15,ROI_16,ROI_17,ROI_18,ROI_19,ROI_20,ROI_21,ROI_22,ROI_23,ROI_24,ROI_25,ROI_26,ROI_27,ROI_28,ROI_29,ROI_30,ROI_31,ROI_32,ROI_33,ROI_34,ROI_35,ROI_36,ROI_37,ROI_38,ROI_39,ROI_40,ROI_41,ROI_42,ROI_43,ROI_44,ROI_45,ROI_46,ROI_47,ROI_48,ROI_49,ROI_50,ROI_51,ROI_52,ROI_53,ROI_54,ROI_55,ROI_56,ROI_57,ROI_58,ROI_59,ROI_60,ROI_61,ROI_62,ROI_63,ROI_64,ROI_65,ROI_66,ROI_67,ROI_68,ROI_69,ROI_70,ROI_71,ROI_72,ROI_73,ROI_74,ROI_75,ROI_76,ROI_77,ROI_78,ROI_79,ROI_80,ROI_81,ROI_82,ROI_83,ROI_84,ROI_85,ROI_86,ROI_87,ROI_88,ROI_89,ROI_90,ROI_91,ROI_92,ROI_93,ROI_94,ROI_95,ROI_96
 1.6972,-3.9590, 0.2144, 0.5067,-1.4720,-0.8298, 0.127,-0.1689,-4.977,-5.079,-1.352,-2.2129,-3.325,-3.766,-0.41875, 5.06,-1.425,-0.307, 2.5947,-0.4817,-1.29301, 4.246, 3.4399, 5.58,-0.5076,-0.7607, 2.1634, 1.82174, 0.856, 4.19, 2.873, 1.465,-3.737, 1.9051, 1.527,  8.825,-4.538, 1.486, 8.52774, 4.833, 2.7854,-3.54,-2.8775, -3.075, -7.0603, -9.875, 3.286, 1.409, 2.034,-0.320, 1.9917, 1.908, 4.1274, 3.6415, 0.696,-1.722,-2.3309,-5.7785, 0.207,  3.654, 1.329,-0.033,-0.913, 5.546,-1.079,-0.29882, 2.8821, 1.0302, 2.6953, 5.2623, 1.536, 8.8485,-1.428, 0.0075, 0.611, 2.0551, 2.146, 3.7864, 4.227, 5.219,-1.2229, 1.545, 2.750, 9.153,0,-1.240, 6.523, 8.8444,-1.833, -5.128, -5.570, 2.283, -5.624,-3.933, 5.773, 1.456
 0.2002, 4.2387,-0.2022,-0.7065,-1.3633, 1.8165, 1.779, 0.6353, 2.434,-0.365,-1.042,-1.6564,-0.148,-0.121,-2.24505,-1.39, 1.900, 1.717, 1.6537, 1.1912,-0.71612,-0.916, 0.7139, 4.27,-1.5040, 0.8477, 0.2916, 1.61548, 3.377, 0.63,-0.165, 3.962, 2.652, 1.2970, 0.046,  1.546, 1.682,-1.230,-0.51641, 2.079, 0.6122, 3.65, 3.5519,  2.652,  4.4284,  6.194, 5.287, 2.551,-1.624, 2.293, 0.2336,-2.494,-1.4740, 1.1740, 1.149, 3.092, 0.8943, 0.3817, 0.081, -4.531,-0.433,-1.172, 2.140,-2.237, 1.069, 1.39707,-0.6625, 0.2612,-3.3802,-0.4329, 1.427, 2.9781, 1.793, 2.6365, 0.103, 2.0529, 1.795,-0.0494,-0.652, 2.462, 0.2263,-1.770, 0.384, 2.157,0,-2.614, 0.038,-5.6021, 2.481,  7.074,  3.225, 3.313,  7.015, 6.083, 6.729, 1.648
 0.5506, 5.3678,-0.2716,-0.0817,-2.0136, 4.1491, 2.810, 1.1013, 0.888, 0.173,-5.250,-2.0733,-0.277,-1.023,-1.96399,-1.38, 2.716, 1.515, 1.9719, 1.9961,-0.73084,-1.264, 0.0857, 4.37,-2.9407, 1.7157, 0.9758, 1.25518, 3.003, 1.07,-0.697, 3.334, 4.290, 2.1895, 0.055,  3.710, 5.316,-2.345,-1.49204, 1.988, 0.0969, 3.75, 3.6514,  1.472,  2.4864,  5.717, 4.300, 0.639,-1.930, 1.137, 0.6062,-2.704,-1.3073, 2.4504, 2.388, 4.484, 3.5777, 0.6010, 1.224, -8.400,-1.066,-1.891, 1.303,-4.871, 1.220,-0.44017,-1.1243,-0.9847,-4.8642,-1.5339,-1.293, 2.5335,-1.050, 3.6079,-0.663, 2.9708, 2.073,-1.1141,-2.309, 1.165,-1.1145,-1.996, 3.906, 2.777,0,-2.432,-0.349,-5.3367, 1.975,  7.929,  2.070, 4.387,  7.304, 7.073, 7.022, 1.100
 0.5387, 4.9691, 0.3105, 0.8190, 0.8627, 3.8015, 2.522, 1.4822,-2.676, 1.749,-6.266,-0.3947, 0.780,-1.137,-0.59553,-0.93, 2.293, 0.407, 2.2455, 3.1959, 0.11142,-1.288,-0.6332, 2.15,-2.3806, 0.0840, 0.8411, 0.63393, 1.945, 0.33,-2.082, 2.116, 5.510, 4.8515, 0.960,  3.196, 8.641,-0.152,-0.23235, 2.421,-0.0123, 2.31, 2.0160, -2.251,  0.1290,  5.799, 1.671,-1.759,-1.082,-2.605,-0.5039,-2.176,-0.8763, 1.2452, 1.582, 3.966, 4.6894, 1.7370, 2.771, -7.895, 0.195,-1.220, 0.371,-3.471, 0.446,-2.93335,-0.1517,-1.0121,-4.1446,-2.8130,-1.607, 0.0529,-1.595, 2.7124,-0.951, 2.6787, 2.465,-1.4683,-2.886, 1.417,-1.7251,-0.195, 5.676, 1.338,0,-0.140,-0.365,-0.9539, 3.217,  5.443,  1.455,-0.627,  2.896, 1.522, 4.205,-1.425
 0.2935, 3.3116,-0.0546, 0.3081, 2.1944, 2.0307, 1.523, 0.6739,-4.158, 2.436,-5.949, 0.7806, 0.963,-1.510, 0.57843, 0.18, 1.286,-0.583, 2.0732, 2.9876, 0.63313,-0.948,-0.7256,-0.96,-1.3869,-1.7821,-0.5265,-0.77255,-0.389,-1.44,-2.886, 0.362, 4.790, 5.2499, 1.477,  1.289, 8.869, 1.881, 0.52770, 1.204,-0.4289, 0.84, 0.8718, -5.860, -2.0333,  3.143,-0.646,-2.992,-0.997,-4.880,-1.4182,-2.249,-0.9373,-1.4389, 0.444, 1.158, 3.5138, 1.0892, 2.703, -4.375, 0.530,-0.529,-0.526,-2.128,-0.400,-3.66051, 0.9679,-1.2732,-2.4394,-2.4376,-1.770,-2.3058,-0.930, 2.2865,-1.722, 1.6531, 1.267,-2.2783,-2.947, 0.832,-3.2123, 0.639, 4.503,-0.523,0, 1.238,-0.706, 1.8366, 2.275,  1.647,  1.511,-5.236, -2.149,-2.488, 0.453,-3.236
 0.9625, 0.9878,-0.9921,-0.9648, 0.5729, 0.6189, 0.832,-0.3307,-1.497, 1.477,-3.849, 1.1921, 2.286,-1.649, 1.25041, 1.14,-0.036, 0.553, 2.0434, 1.5784, 0.91658,-0.138, 0.7295, 0.49,-1.1577,-2.0675,-0.3534,-1.23338, 0.287, 0.54, 0.154, 1.583, 1.736, 1.7520, 0.541,  2.817, 4.317, 1.465,-1.69163,-2.285, 0.3117,-0.40, 0.9474, -4.339, -2.6627,  0.116, 0.966,-1.081,-0.251,-3.199,-0.1823,-1.983, 0.6326,-2.1483, 0.842,-1.308, 0.4379,-0.3442, 0.528,  2.194, 1.538,-0.419,-1.447,-2.077, 0.014, 0.08114, 2.9548,-0.3616, 0.2278,-0.4266,-1.261, 1.1064,-0.118, 3.3833,-0.909, 2.2061, 1.808, 0.3428, 0.158, 2.393,-4.3939,-0.737,-1.159, 1.970,0, 1.672,-2.037, 2.2830, 0.921, -1.198, -0.366,-3.620, -3.543, 1.431, 2.211,-1.263
 1.0281,-1.8055,-1.3585,-1.4675,-1.0955,-0.6247,-0.871,-1.0015,-0.629,-0.802,-1.805, 0.6324, 1.901,-1.678, 1.12873, 1.33,-1.862, 0.721,-0.0733,-0.7496, 0.28017, 0.279, 0.9053, 1.05,-0.8419,-3.2400, 0.5441,-1.80222, 0.126, 2.03, 1.948, 1.124,-1.092,-1.1881,-1.153,  3.557, 0.241, 0.170,-3.58719,-4.150, 1.0170,-2.38,-1.2508, -3.731, -5.1730, -4.407, 2.505, 0.584, 0.419,-1.626, 0.7555,-0.763, 1.3609,-2.0000, 0.305,-2.182,-2.3914,-2.4279,-1.332,  5.551, 1.943,-0.607,-1.778,-1.766,-0.856, 2.73769, 2.0683, 0.4444, 2.2191, 1.0605,-1.145, 3.7268, 0.261, 1.7485, 0.324, 1.9379, 1.343, 2.6940, 2.254, 1.783,-4.4238,-1.268,-5.579, 3.351,0, 1.316,-2.608, 2.2093,-1.345, -4.912, -5.657,-2.218, -6.626, 2.044, 3.890, 0.528
-0.6304,-4.3501,-1.5017,-1.5928,-2.6091,-2.3755,-4.366,-1.7901,-4.594,-3.560,-2.109,-1.6890,-2.907,-1.505,-0.00032, 0.86,-4.357,-2.662,-5.0567,-3.8688,-1.58039,-0.298,-1.6527,-4.47,-0.2037,-6.0140,-1.1708,-3.82837,-5.419,-1.60,-1.179,-4.234,-1.920,-1.4832,-1.298,  0.361,-1.154,-0.286,-1.80182,-2.138, 0.9052,-3.94,-5.4780, -8.075, -9.7380,-10.384, 0.641,-0.536,-0.115,-1.902,-0.1264, 1.057,-0.1831,-1.8584,-2.413,-2.675,-4.0428,-5.3679,-1.864,  3.041,-0.216,-1.340,-1.254,-1.072,-3.973, 0.46636,-3.2342,-0.5262, 2.7710, 1.3089,-2.985, 0.8211,-0.832,-3.5584,-0.659,-1.0145,-3.745, 0.6975, 0.108,-4.037,-2.7093,-0.078,-3.762, 0.196,0,-0.243,-0.667, 2.2607,-5.557, -9.864,-10.921,-3.047,-11.122,-4.793, 0.430, 0.282
-1.3467,-4.2649,-1.4256,-1.3649,-3.1290,-3.3152,-5.567,-1.9160,-5.985,-4.205,-2.131,-3.0646,-5.643,-0.642,-0.91149, 0.32,-4.999,-4.542,-7.0750,-4.5650,-2.00853,-0.420,-2.6120,-8.17, 0.5771,-6.2454,-2.9565,-4.47008,-9.040,-4.09,-3.191,-6.712,-1.443,-1.0978,-0.527, -2.017,-1.060,-0.058, 0.49997, 0.170, 0.8175,-3.46,-6.1952,-10.584,-10.0828,-11.474,-1.904,-1.805,-0.291,-2.026,-0.6481, 1.848,-0.9610,-1.5616,-3.818,-3.126,-3.5146,-6.1714,-1.269,  0.497,-1.839,-1.390,-0.403,-0.577,-5.130,-1.72471,-5.6281,-1.1837, 2.9546, 1.4315,-3.754,-1.7505,-2.089,-5.3401,-2.260,-2.8193,-6.892,-1.1063,-0.887,-6.395,-0.7438, 0.436,-1.265,-1.556,0,-1.231, 1.334, 2.2253,-7.135,-10.792,-10.084,-3.301,-10.890,-7.900,-2.227,-0.780
-1.1160,-1.0063,-0.2287, 0.1953,-1.6963,-2.5867,-2.661,-0.7041,-0.630,-2.749, 0.311,-1.6199,-2.663, 0.429,-0.55681, 0.98,-2.400,-1.887,-4.2343,-1.9351,-0.22517, 1.190, 0.7854,-4.42, 0.9162,-2.2613,-2.1717,-2.85397,-5.841,-1.36,-0.799,-2.767,-0.417,-0.7383,-0.818, -0.623, 0.549, 0.315, 1.41618, 1.170, 0.5214,-1.15,-2.8019, -7.066, -4.4636, -7.555,-2.249,-0.554, 0.359,-0.601, 0.5924, 1.304,-0.0016,-2.1339,-2.288,-2.374,-0.4971,-3.4666,-0.134,  0.722,-0.600, 0.302, 0.286, 0.309,-2.604,-0.47333,-2.4528,-0.2677, 3.3777, 2.6878,-0.608,-0.1988,-2.394,-0.8804,-2.576,-2.1066,-4.151, 0.2168, 1.588,-1.812,-0.4203, 0.260,-1.493, 0.709,0,-0.702, 1.966, 3.4148,-3.554, -6.122, -3.658,-3.560, -6.269,-4.266,-0.366,-1.587
