ROI_1,ROI_2,ROI_3,ROI_4,ROI_5,ROI_6,ROI_7,ROI_8,ROI_9,ROI_10,ROI_11,ROI_12,ROI_13,ROI_14,ROI_15,ROI_16,ROI_17,ROI_18,ROI_19,ROI_20,ROI_21,ROI_22,ROI_23,ROI_24,ROI_25,ROI_26,ROI_27,ROI_28,ROI_29,ROI_30,ROI_31,ROI_32,ROI_33,ROI_34,ROI_35,ROI_36,ROI_37,ROI_38,ROI_39,ROI_40,ROI_41,ROI_42,ROI_43,ROI_44,ROI_45,ROI_46,ROI_47,ROI_48,ROI_49,ROI_50,ROI_51,ROI_52,ROI_53,ROI_54,ROI_55,ROI_56,ROI_57,ROI_58,ROI_59,ROI_60,ROI_61,ROI_62,ROI_63,ROI_64,ROI_65,ROI_66,ROI_67,ROI_68,ROI_69,ROI_70,ROI_71,ROI_72,ROI_73,ROI_74,ROI_75,ROI_76,ROI_77,ROI_78,ROI_79,ROI_80,ROI_81,ROI_82,ROI_83,ROI_84,ROI_85,ROI_86,ROI_87,ROI_88,ROI_89,ROI_90,ROI_91,ROI_92,ROI_93,ROI_94,ROI_95,ROI_96
 0.8906, 1.2605,-0.196,-0.235,-0.976,-1.294,-1.992,-3.155,-6.690,-3.16212,-10.871,-4.37902,-3.940,  4.42, 0.7807,-0.968,-1.120, 2.4097,-1.7490,-1.131,-5.965, -3.644,-0.223,-3.063,-2.7030,-2.3710,-0.732,-1.9535, 0.442, -8.073,-3.995,-0.46,-0.3150,-0.296, 3.1509,-0.866,-6.45924,-1.879, 1.402,-0.231, 3.546,-1.79691, 0.3987,-13.861,-1.19,-1.2446, -2.467,-2.3341, 2.3954,-2.601,-0.3854, 0.077,-0.838, 1.686,-1.9279, 1.122,-1.308, 0.1399,-1.98086, 1.181,-0.277,-6.8177, 1.2526, 0.652, 0.897,-2.0322, 4.587, 3.205,-0.614, -1.719, -1.644, 0.095,-4.410,-0.1773, 1.648,-0.111, 1.7811, -6.58, -5.58, -5.249, 0.7740, 0.161, 0.2264,-2.495,-3.141,-1.130,-2.802, 1.427, 0.496,-5.875,-1.81,  4.839,-2.821, 2.04,-5.462, 2.3174
-1.4177,-0.1820,-2.638,-0.723,-3.268,-0.492,-1.505, 0.776, 1.068, 3.82781, -8.645, 1.39633,-2.641, 11.52,-0.6952,-0.109, 0.129,-0.4592, 0.0813,-0.722,-7.988, -2.913, 2.361,-2.292, 0.3867,-0.2842, 0.379,-0.1659, 0.346, -0.640,-3.333,-1.81,-1.0684, 0.446, 0.1912, 0.145,-1.31035, 1.080, 1.136, 2.131, 1.230,-3.01525,-1.1049,  1.527, 6.96, 5.9002,  3.642, 4.3234,-2.0275,-2.591,-2.2510,-2.922,-0.031, 0.164,-0.0598, 0.585,-1.682, 1.1203,-1.84380,-2.122, 1.353, 1.6886,-0.8266, 1.357,-0.649,-0.7856,-0.987,-0.273,-2.216, -0.177,  7.240,-3.822,-0.097,-2.4215, 0.466,-1.602,-1.9473,  2.06, -1.37, -1.269,-0.8477,-0.141, 1.2334,-0.163, 1.230,-0.880, 0.856, 7.598,-2.468, 4.141, 2.99,  3.971, 1.972, 3.59,-2.378, 4.9472
-2.5370, 1.3603,-3.419,-0.940,-1.966,-0.750,-1.503,-0.726, 3.196, 4.46125,-10.539, 1.88234, 0.769,  9.91,-0.9430,-0.219,-0.357,-0.3679, 1.8933, 1.789,-7.298, -4.737, 1.654, 0.568,-4.2908,-0.1358,-0.580,-1.0429, 0.804, -3.948,-3.434, 4.89,-1.0254,-0.676,-1.7172, 1.241,-1.35082, 1.674, 0.132, 2.018, 3.006,-2.62840,-3.6027,  1.657, 7.71, 6.8272,  9.615, 2.4621,-2.6353,-1.400,-2.2455,-2.096, 0.223, 0.828, 0.4063, 0.569, 0.120, 2.5416,-2.25896,-2.035, 3.010, 0.4557,-1.6045, 0.488,-1.007,-1.6910,-0.824, 1.731,-2.036, -0.140,  6.927,-0.405,-3.735,-2.5909,-2.034,-2.210,-2.0469,  1.51, -1.16,  4.193,-1.8506,-1.054,-1.6180, 0.776, 1.446,-1.604, 0.015, 6.407,-0.799, 6.694, 4.38,  5.915, 1.934, 4.44,-1.089, 4.9440
-2.0065, 1.6419,-2.573,-0.608,-1.859,-0.606,-1.040,-0.404, 2.880, 4.38094, -7.336, 2.14255, 0.936,  6.65,-0.3154,-0.836, 0.341, 1.6477, 2.9542, 2.354,-5.053, -3.522, 3.010,-0.417,-6.1825, 1.2756,-2.041,-0.3523, 0.367, -5.250,-3.667, 3.13, 0.5491,-0.621,-0.9714,-0.545,-0.66517, 2.077, 1.109, 2.745, 1.748,-1.95036,-3.1458,  0.176, 5.31, 5.1298,  3.923, 3.8796,-2.6726,-1.788,-1.1536,-1.737,-0.928,-0.453, 0.2860,-0.161, 0.724, 0.5452,-1.66968,-1.804, 0.785,-0.6745,-0.5286, 0.068,-0.788,-1.6467,-0.210, 1.843,-2.244,  0.013,  6.768,-1.561,-5.803,-2.1843,-4.134,-1.644,-2.9503, -2.16, -2.69,  1.671,-2.6961, 0.208,-4.4917, 0.028,-0.265,-0.132, 1.195, 4.377,-2.141, 4.634, 3.24,  2.951, 1.204, 1.47,-3.767, 5.0686
-1.6185, 1.6932,-2.137,-0.629,-1.851,-0.222,-0.746, 0.424, 3.803, 3.55543, -2.945, 2.35569, 0.918,  2.59, 0.1911,-0.452, 0.765, 2.4529, 2.9860, 1.649,-4.013, -1.597, 4.801,-0.925,-6.3957, 2.4553,-2.577,-0.0906, 0.686, -5.750,-3.838, 1.42, 1.2671,-0.169, 1.2289,-0.519,-0.26377, 2.515, 3.053, 4.748,-0.245,-1.59221,-1.5297,  1.360, 3.96, 3.9717, -0.247, 5.9073,-2.8288,-1.491,-0.3715,-1.652,-1.087,-1.488, 0.5313,-0.458, 1.172,-1.2112,-1.15736,-1.865,-1.249,-0.5403, 0.5109, 0.671,-0.549,-1.2270, 0.202, 1.134,-2.654,  1.203,  7.084,-1.907,-6.385,-1.5480,-4.557,-1.136,-2.8010, -4.76, -3.66,  0.519,-2.6688, 1.731,-4.5355, 0.381,-2.207, 1.556, 2.932, 3.326,-1.530, 3.461, 2.41,  0.319, 1.721,-0.48,-3.777, 5.0560
-1.9898, 0.3304,-2.546,-1.771,-1.587, 0.711,-1.151, 1.686, 5.971, 2.15611, -0.809, 2.91470, 2.320,  4.18, 0.1577, 1.534, 0.661,-0.3369, 1.2377,-0.627,-4.817,  0.259, 6.633, 0.935,-3.4428, 2.6957,-1.401,-0.3120, 1.912, -4.993,-3.467, 2.92, 0.2797, 0.050, 3.0212, 2.514, 0.59076, 3.212, 5.028, 9.242,-0.605,-2.29010, 0.5514,  3.733, 3.27, 3.5027,  3.440, 7.9129,-3.1551,-1.102,-1.0263,-1.625,-0.427,-2.020, 1.3721,-0.066, 2.906,-0.8689,-0.91390,-2.205,-0.497, 3.1862, 0.1754, 2.195, 0.335,-0.1173,-0.237, 0.088,-3.107,  3.246,  7.431, 0.851,-5.134,-1.1726,-2.203,-1.778,-1.1044, -4.19, -2.86,  3.548,-1.0906, 2.000, 0.2360, 3.295,-0.819, 1.056, 3.668, 3.118, 1.188, 4.404, 1.76, -1.080, 2.434,-0.59, 1.036, 3.9922
-2.1881,-1.0443,-2.471,-2.863,-2.194, 0.487,-1.393, 2.152, 5.905, 1.09529, -1.016, 2.52966, 2.101,  7.72,-0.0925, 1.371, 0.924,-2.4008,-0.3347,-2.562,-5.016,  0.918, 6.411, 1.391,-0.1305, 3.3183, 0.067,-0.0059, 2.523, -3.310,-2.387, 2.38,-0.7127,-0.126, 2.2524, 2.763, 0.46173, 3.181, 4.121,10.570, 0.172,-2.84525, 2.1041,  2.688, 2.12, 3.1373,  5.119, 7.7593,-3.0845,-1.396,-2.1811,-1.962,-1.367,-2.542, 1.6634,-0.038, 3.004,-0.3700,-0.53674,-2.816, 0.663, 5.4235,-0.5273, 2.851, 1.854, 1.0451, 0.112,-0.420,-3.322,  3.463,  6.010, 1.450,-3.027,-0.1788, 0.040,-2.656, 0.1148, -3.20, -1.47,  3.287,-0.1431, 1.680, 3.7657, 4.287, 0.878, 0.351, 2.826, 1.837, 1.673, 4.966, 1.91, -1.598, 2.209,-0.91, 2.813, 2.4977
-2.2162,-0.0062,-1.933,-2.381,-3.319,-1.610,-0.072, 1.324, 3.716, 0.17707, -1.583, 0.85492,-1.363,  6.86,-0.6741,-2.852, 2.264,-0.4326, 0.4828,-2.169,-4.945, -1.082, 2.739,-2.039,-0.0887, 5.0347, 0.210,-0.0619, 3.007, -2.759,-2.109,-1.48,-0.6283,-0.384,-0.6709,-1.270,-2.20124, 2.079,-0.320, 6.076, 1.474,-1.55173, 1.3157, -0.343, 3.42, 3.5899,  0.523, 4.6243,-3.0407,-0.908,-2.9041,-2.905,-4.169,-3.047, 1.6982, 0.173,-0.971,-1.1045,-0.28646,-4.504, 0.578, 1.8932,-1.1024, 1.812, 3.490, 1.8119, 2.001,-0.116,-4.305,  0.344,  2.142,-1.383,-1.320, 1.4058, 0.527,-4.071,-0.3072, -3.89, -1.60, -2.518,-2.0761, 0.949, 2.2993, 1.856,-0.791, 1.246, 1.747,-0.393, 0.525, 6.208, 4.69,  1.189, 2.500,-1.16,-1.298, 1.7369
-2.1064, 2.0030,-1.294,-0.833,-3.012,-2.432, 1.496, 0.531, 2.008,-0.67643, -1.519,-0.11826,-3.395,  4.23,-1.3434,-5.597, 3.319, 2.1483, 2.7902,-0.163,-4.690, -3.150, 0.128,-4.549,-1.5236, 6.1510,-0.557,-0.2671, 3.809, -2.685,-2.134,-3.78,-0.4986,-0.265,-1.8046,-3.220,-4.08231, 1.132,-2.740, 2.769, 2.899, 0.52902,-0.1068, -0.868, 5.67, 4.1424, -2.792, 2.3561,-2.7127, 0.610,-2.2658,-2.291,-4.490,-2.604, 2.2514, 0.920,-3.787,-1.2605,-0.11585,-5.444, 0.529,-1.3171,-1.2209, 0.274, 3.931, 1.8784, 3.166, 0.863,-4.235, -2.252, -0.879,-2.381,-1.335, 1.7360,-0.284,-4.574,-0.4015, -3.41, -1.96, -4.911,-3.8727,-0.172, 0.7426, 0.532,-2.334, 1.499, 1.394,-1.336, 1.338, 7.972, 7.12,  3.266, 2.869,-0.68,-3.439, 0.8681
-1.2522, 3.2600, 0.019, 0.660,-1.208,-0.509, 1.222, 0.023, 0.712,-0.87976, -2.331,-0.06946,-1.228,  2.53,-1.5800,-3.711, 2.692, 2.3907, 5.0858, 1.935,-2.724, -2.744, 0.965,-2.420,-1.7828, 5.0286,-0.735, 0.5761, 3.350, -0.694,-0.240,-2.48,-0.9146, 0.879,-0.0059,-0.770,-2.60028, 0.929,-1.299, 3.063, 3.565, 1.40137,-0.3037,  1.609, 6.26, 3.6533, -1.162, 1.7348,-0.8914, 2.135, 0.1596, 1.257,-0.416,-0.146, 2.7296, 0.983,-2.471, 0.9105, 0.36244,-3.367, 1.645,-0.4486,-0.8763,-0.762, 2.219, 0.4777, 2.616, 2.608,-0.022, -1.364, -1.477,-0.263,-2.330, 0.5213,-1.714,-2.260, 0.7061,  0.87,  0.85,  0.215,-2.4310,-0.713, 2.6936, 1.607,-0.940,-0.055, 0.720,-0.020, 3.676, 7.937, 5.92, -0.054, 1.693, 0.15,-0.501,-1.2613
