ROI_1,ROI_2,ROI_3,ROI_4,ROI_5,ROI_6,ROI_7,ROI_8,ROI_9,ROI_10,ROI_11,ROI_12,ROI_13,ROI_14,ROI_15,ROI_16,ROI_17,ROI_18,ROI_19,ROI_20,ROI_21,ROI_22,ROI_23,ROI_24,ROI_25,ROI_26,ROI_27,ROI_28,ROI_29,ROI_30,ROI_31,ROI_32,ROI_33,ROI_34,ROI_35,ROI_36,ROI_37,ROI_38,ROI_39,ROI_40,ROI_41,ROI_42,ROI_43,ROI_44,ROI_45,ROI_46,ROI_47,ROI_48,ROI_49,ROI_50,ROI_51,ROI_52,ROI_53,ROI_54,ROI_55,ROI_56,ROI_57,ROI_58,ROI_59,ROI_60,ROI_61,ROI_62,ROI_63,ROI_64,ROI_65,ROI_66,ROI_67,ROI_68,ROI_69,ROI_70,ROI_71,ROI_72,ROI_73,ROI_74,ROI_75,ROI_76,ROI_77,ROI_78,ROI_79,ROI_80,ROI_81,ROI_82,ROI_83,ROI_84,ROI_85,ROI_86,ROI_87,ROI_88,ROI_89,ROI_90,ROI_91,ROI_92,ROI_93,ROI_94,ROI_95,ROI_96
-0.7079, 0.6849, 0.652, 0.1494, 1.4529,-0.270, 0.107, 2.022, 4.851, 1.257, 2.454, 1.2512, 3.5814,-1.840, 0.3196, 2.658, 0.46718, 2.6728, 1.334, 3.505, 1.386, 6.509,  3.227,  4.348, 0.560,-0.451, 0.066,-0.426, 1.4414, 3.78, 4.09685, 4.1552,-1.405, 5.555, 0.6895, 3.6207,0, 5.0910, 2.8927, 2.7262, 0.646,-0.058, 2.58799, 5.991, 0.221, 3.870, 1.821,  2.054,-1.0288, 1.914, 0.045,-0.6003,-0.9859, 1.875,-0.276, 3.0206, 2.303, 2.046, 1.644, 3.323, 5.376,0, 0.928, 4.053, 0.8820, 1.2068, 4.020, 1.890, 1.436, 5.323, 3.171, 1.872, 1.584,-0.307,-0.720,-0.809, 0.768, 5.1296, 5.055, 6.905,-0.33488, 5.4741, 5.170, 2.3237,0, 1.696, 7.44,  4.054,-2.030,-3.9157, 1.416, 5.831, 3.5048, 5.580,  5.382, 2.183
-0.5297,-0.5362,-1.541,-2.5248,-5.3154,-3.259,-1.510,-5.317,-2.197,-0.894,-0.992,-2.5349,-2.4229,-0.491,-0.6451,-1.172,-1.18843,-1.7810,-1.155,-2.244,-3.754,-3.415,  0.627, -3.477, 0.107,-0.969,-2.185,-3.365, 0.0714,-2.42,-2.16297, 0.6568,-3.353,-3.380,-1.9544,-2.2433,0,-2.5981,-3.9131,-0.9296,-3.078, 1.670, 2.88162,-1.768,-2.316,-1.328,-0.492,  0.138,-1.8504,-2.076,-1.831,-2.6887, 0.7310,-5.795,-1.834,-8.2226,-3.981,-2.642,-3.008,-4.859,-4.173,0,-5.268,-6.906,-1.1748,-0.5562,-1.731,-6.013,-3.712,-4.251,-1.166,-2.459, 2.418,-0.623,-2.598,-0.040, 0.426,-3.6505, 0.749,-3.483,-2.03029,-5.8600,-5.519,-1.0485,0,-1.157,-4.56, -5.369,-3.641, 0.4730, 1.667,-1.416, 2.1733,-2.137, -1.847,-2.842
-0.1386,-2.9954,-1.948,-1.6367,-5.1435,-1.946,-1.523,-6.509,-2.039,-0.913,-0.869,-1.3680,-2.1921,-0.697,-0.6627,-1.392,-1.63587,-3.5877,-1.732,-0.111,-3.016,-3.772,  0.884, -3.739,-0.877,-1.058,-5.007,-2.908,-0.0889,-1.64,-3.68621, 1.9332,-3.795,-4.285,-4.6553,-1.9355,0,-2.6506,-4.4422,-1.0355,-4.163,-1.312,-0.18377,-1.820,-4.825, 2.190,-0.209, -0.335,-1.1232,-3.067,-1.559,-1.5694, 2.0838,-3.716,-1.773,-9.1388,-3.216,-3.407,-2.340,-3.910,-4.211,0,-4.367,-6.877,-0.5479,-1.8092,-3.380,-3.684,-2.534,-2.983,-1.079,-3.317, 2.299,-2.368,-6.071, 0.942, 0.860,-3.9981,-0.820,-3.611,-0.98977,-4.9973,-6.836,-1.6886,0,-1.607,-4.41, -3.898,-3.252,-1.6738, 1.634, 0.171, 2.9615,-0.655, -0.259,-1.968
 0.7658,-0.3450,-1.283,-0.3292,-1.1274, 0.956, 0.537,-2.021, 0.354, 2.593,-0.118, 0.7498,-0.3688,-0.274, 0.8610,-0.936, 0.92459,-1.1330,-0.213, 1.426, 0.480,-1.508,  1.272, -3.523,-0.909,-0.636,-1.671,-1.314,-0.2345,-0.20,-3.58752, 1.8136,-0.695,-3.593,-5.2148,-1.9257,0,-1.8624,-2.9858,-0.8370,-3.400,-0.759,-1.34794,-0.788,-1.196, 2.255, 0.647, -2.064, 0.0052,-2.855,-0.689,-1.8910, 2.3763,-1.339,-0.082,-4.5371,-0.445, 0.233,-0.500, 0.158,-2.459,0,-0.949,-3.195, 1.2487,-0.5764,-2.478,-3.076,-0.952,-1.840,-0.378,-3.422, 2.492,-0.966,-2.108, 2.209, 1.013,-2.2583,-2.468,-1.146, 0.56703,-1.1130,-4.853,-1.9749,0,-1.215,-2.67, -0.593,-0.870,-0.9771,-0.260, 2.479, 3.5326, 0.215,  0.251,-1.048
 1.2079, 1.8274,-0.133, 0.7558, 1.8680, 2.901, 2.180, 0.645, 1.388, 3.554,-0.783, 1.6118, 1.3077,-0.308, 1.8329,-0.549, 3.14812, 1.1126, 1.786, 1.555, 1.162,-0.929,  1.351, -2.934,-1.544, 0.840, 1.085,-0.304,-0.6792, 0.64,-3.09068,-0.1344, 1.369,-2.329,-4.2807,-1.9846,0,-0.8053,-1.1879,-0.8697,-2.115, 0.648,-0.69707,-2.225, 1.587,-0.171, 1.473, -3.056, 0.5046,-3.012, 0.385,-2.2621, 1.9875,-0.497, 1.651,-1.6146, 1.590, 2.567, 0.527, 2.266,-0.810,0, 0.570,-0.603, 2.4274, 1.1946, 0.077,-2.472,-1.362,-1.187, 0.359,-2.751, 1.779, 1.302, 0.916, 2.612, 0.955,-0.8087,-3.391,-0.119, 0.40888, 0.1285,-2.860,-1.9287,0,-1.025,-1.48,  0.874, 0.620, 0.4356,-0.213, 1.218, 2.6045, 0.548, -0.212,-0.022
 2.1833, 3.4542, 1.588, 2.1043, 1.5964, 2.809, 2.842, 0.729, 1.442, 0.799,-0.587, 0.5332, 1.4669, 0.023, 1.8134,-0.881, 4.79912, 1.8027, 2.974, 1.685,-0.800,-1.780,  0.761,  0.087,-2.296, 3.824, 1.011, 1.468, 1.2269, 3.64, 0.29627,-1.8281, 2.035, 0.406,-1.7068, 0.0747,0, 1.4672, 0.9614, 0.3949,-1.140, 1.776, 2.43089,-3.476, 1.991, 0.160, 3.482, -3.000, 1.3751,-2.099, 1.730,-0.9237, 2.6098, 0.243, 3.126, 0.9214, 2.529, 1.525, 1.587, 2.165, 1.927,0,-0.665,-0.621, 3.3990, 3.5292, 5.017,-0.219,-2.131, 0.199, 1.407,-0.409, 0.575, 3.377, 0.375, 3.868, 3.224, 2.8726, 0.426, 0.474, 0.20975, 0.1360,-1.071,-0.1141,0, 0.062, 0.32,  1.857, 1.353, 0.9395, 3.502, 0.472, 2.6538, 4.898,  1.877, 0.906
 2.9064, 4.6866, 2.500, 2.6202, 1.1577, 2.201, 2.640, 1.333, 1.851,-0.529, 1.692, 0.5785, 0.9095, 1.386, 0.9255,-0.824, 4.75899, 1.3811, 1.737, 2.369, 0.391,-1.018, -0.477,  1.716,-0.955, 4.511, 1.411, 3.486, 3.3930, 6.44, 4.46565,-1.8560, 2.718, 3.029,-0.1023, 1.8621,0, 2.6081, 2.2653, 1.4960,-0.046, 2.112, 4.53471,-1.278, 3.282, 2.914, 3.501, -2.304, 2.1435, 0.052, 1.931, 0.8023, 2.3862, 1.197, 3.106, 3.3025, 2.722, 0.742, 2.248, 2.559, 3.573,0,-0.914,-0.740, 3.1691, 3.5101, 6.289, 1.161,-0.033, 0.860, 2.138, 0.839, 0.389, 3.672, 0.802, 4.657, 4.701, 5.9641, 4.420, 1.104, 1.54027, 1.7006,-0.141, 1.1359,0, 1.316, 1.86,  2.657, 1.718, 1.3002, 5.186, 1.894, 2.5312, 7.304,  2.707, 0.587
 1.4586, 1.7978, 1.308, 0.9670, 0.9941, 1.105, 0.400, 1.463, 1.208,-0.514, 3.598, 3.5408, 0.6588, 2.805,-0.5193, 0.771, 0.50302,-1.4343,-1.642, 2.130, 4.103, 0.133, -0.850, -1.757, 1.149, 0.630, 1.881, 2.609, 1.3976, 4.38, 4.88931,-2.5681, 2.456, 4.075,-0.3904, 0.4700,0, 0.9546, 1.5365, 0.1432,-0.024,-0.323, 1.19262,-0.384, 2.077, 2.119,-1.276, -0.330, 0.9361,-0.147, 0.362, 0.7600,-0.4981,-0.578, 0.357, 0.9022, 1.199, 0.131, 1.718, 2.556, 0.876,0,-0.798,-1.102, 0.0816,-1.6041,-0.344,-2.189, 2.397,-2.042, 2.171,-1.056, 1.146, 0.385, 2.010, 2.275, 1.410, 2.7985, 1.702,-0.943, 2.37737, 3.7551,-1.280,-0.4506,0, 1.192,-0.21,  0.804,-1.045, 0.5175, 0.930,-0.807, 0.5231, 0.544, -3.578,-0.645
-0.2334,-1.9620,-0.215,-0.5552, 0.9786,-0.408,-1.553, 1.366, 0.104,-0.657, 3.265, 4.0199,-0.1245, 2.751,-1.6609, 0.275,-3.26083,-3.3122,-3.382, 0.316, 4.559,-1.010, -2.721, -6.849, 1.797,-2.863, 2.240, 0.377,-1.6321, 1.11, 2.20746,-4.3960, 1.846, 4.027,-0.9377,-1.9384,0,-0.9848,-0.9212,-2.6307,-1.181,-2.108,-2.05159,-2.149,-0.803,-1.306,-6.352, -1.939,-0.5322,-1.451,-1.115,-0.1928,-3.4278,-3.199,-1.663,-0.9078, 0.226,-0.595, 0.942, 1.611,-2.147,0,-1.337,-1.843,-1.9789,-5.4693,-5.776,-5.829, 2.424,-5.630, 0.619,-4.017, 1.758,-1.789, 2.760,-0.799,-1.935,-1.5670,-2.498,-3.666, 2.18864, 4.8444,-2.577,-2.7201,0, 0.011,-2.98, -2.231,-4.805,-0.5312,-2.754,-3.510,-1.8221,-5.120, -9.893,-3.120
-0.2067,-1.7478,-0.277,-0.0569, 1.8386,-2.295,-0.222, 2.732, 0.104, 0.112, 1.077,-2.6460,-2.5977, 0.241,-2.6608,-5.931,-1.76677,-0.3329,-1.346,-1.513, 0.877,-3.846,-10.140,-11.855, 1.861,-1.930, 3.398,-0.237,-1.2746, 0.96,-0.62901,-6.2806, 2.272, 2.198,-2.7885,-4.0765,0,-2.9416,-5.8773,-5.7802,-2.345, 0.380,-0.02627,-2.553,-0.078,-2.035,-9.405,-10.981,-0.1902, 0.364,-1.536, 0.0055,-4.2754,-2.594,-0.141, 3.2781, 1.729, 0.179,-0.580,-0.023,-3.221,0,-1.231,-4.000, 0.2729,-2.6080,-3.588,-3.936, 1.832,-6.423,-4.956,-7.800, 2.261, 1.594, 4.573,-1.502,-1.016,-1.0024,-1.192,-5.010, 2.14459, 3.3714,-3.792,-4.4269,0,-3.030,-3.29, -4.582,-5.140, 0.8536,-0.739, 1.202,-2.9996,-1.305,-11.196,-7.899
